,Rank,Team,Change,Prior,Date,Division
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Tufts,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,UC Santa Barbara,-,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,UC San Diego,-,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Stanford,+1,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,Western Washington,+1,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,UCLA,+2,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,British Columbia,+2,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,Washington,+3,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,Northeastern,+3,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Georgia Tech,+6,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Pittsburgh,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Ohio State,-8,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Dartmouth,-6,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Virginia,+6,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,Vermont,-5,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Wisconsin,-3,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,California,-3,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Colorado,-3,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Texas,-2,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,Florida,-2,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,UC Davis,-,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,South Carolina,-,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Michigan,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Tufts,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,UC Santa Barbara,+7,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,UC San Diego,+2,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Ohio State,-2,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,Stanford,+10,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,Western Washington,-2,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,Dartmouth,-1,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,UCLA,-1,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,British Columbia,-1,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Vermont,-,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Washington,-,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Northeastern,-,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Wisconsin,-,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,California,+9,25,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,Colorado,-12,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Georgia Tech,-,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Texas,-3,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Florida,-1,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Northwestern,-1,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,Virginia,-,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,UC Davis,-,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,South Carolina,-,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Brigham Young,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Tufts,+3,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Ohio State,-1,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Colorado,-1,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Western Washington,-1,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,UC San Diego,-,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,Dartmouth,-,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,UCLA,-,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,British Columbia,-,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,UC Santa Barbara,-,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Vermont,-,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Washington,-,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Northeastern,-,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Wisconsin,-,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Texas,+1,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,Stanford,+1,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Georgia Tech,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Florida,-,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Northwestern,-,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Utah,-,21,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,Virginia,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,UC Davis,-1,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,South Carolina,-1,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,California,-1,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Ohio State,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Colorado,-,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Western Washington,-,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Tufts,-,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,UC San Diego,-,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,Dartmouth,-,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,UCLA,-,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,British Columbia,-,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,UC Santa Barbara,-,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Vermont,-,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Washington,-,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Northeastern,-,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Wisconsin,-,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Georgia,-,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,Texas,-,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Stanford,-,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Florida,-,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Northwestern,-,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Utah,-,21,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,UC Davis,-,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,South Carolina,-,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,California,-,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Minnesota,-,25,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Ohio State,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Colorado,-,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Western Washington,-,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Tufts,-,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,UC San Diego,+1,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,Dartmouth,-1,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,UCLA,+1,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,British Columbia,+1,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,UC Santa Barbara,+6,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Vermont,+4,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Washington,-4,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Northeastern,-1,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Wisconsin,-3,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Georgia,-2,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,Texas,+1,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Stanford,+1,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Florida,+2,21,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Northwestern,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Utah,-1,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,UC Davis,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,South Carolina,-1,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,California,-1,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Minnesota,-1,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Ohio State,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Colorado,-,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Western Washington,-,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Tufts,-,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,Dartmouth,-,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,UC San Diego,-,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,Washington,-,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,UCLA,-,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,British Columbia,+1,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,Wisconsin,+1,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Northeastern,+1,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Georgia,-3,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Cal Poly SLO,-,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Vermont,-,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,UC Santa Barbara,-,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Texas,-,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Stanford,-,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Utah,-,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,Florida,,-,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,South Carolina,-1,21,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,California,-1,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,Minnesota,-1,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Pittsburgh,-1,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,-,1,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,-,2,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Ohio State,-,3,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Colorado,-,4,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Western Washington,-,5,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
5,6,Tufts,-,6,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
6,7,Dartmouth,-,7,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
7,8,UC San Diego,-,8,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
8,9,Washington,-,9,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
9,10,UCLA,-,10,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
10,11,Georgia,-,11,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
11,12,British Columbia,-,12,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
12,13,Wisconsin,-,13,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
13,14,Northeastern,-,14,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
14,15,Cal Poly SLO,-,15,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
15,16,Vermont,-,16,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
16,17,UC Santa Barbara,-,17,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
17,18,Texas,-,18,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
18,19,Stanford,-,19,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
19,20,Utah,-,20,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
20,21,South Carolina,-,21,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
21,22,California,-,22,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
22,23,Minnesota,-,23,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
23,24,Pittsburgh,-,24,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
24,25,Oregon,-,25,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
0,1,Carleton,,,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
1,2,North Carolina,,,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
2,3,Ohio State,,,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
3,4,Colorado,,,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
4,5,Western Washington,,,2020-03-18,"
College D-I Women’s Rankings, 3/11/20
Published on March 18, 2020
"
