thrower,origin_x,origin_y,receiver,destination_x,destination_y,blocker,throwaway,callahan,drop,block,goal,score,time_left,motion,home_players,away_players,home_score,away_score,game_id,quarter_id
tcarpente,0.0,47.11,ljacobs,-2.66,61.56,,False,False,False,False,False,0-0,720,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
ljacobs,-2.66,61.56,kromard,-16.78,66.2,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
kromard,-16.78,66.2,xpayne,-17.12,61.49,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
xpayne,-17.12,61.49,kromard,-8.05,55.09,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
kromard,-8.05,55.09,rgross,1.09,58.9,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
rgross,1.09,58.9,ljacobs,14.32,66.75,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
ljacobs,14.32,66.75,cbrock,18.61,79.7,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
cbrock,18.61,79.7,xpayne,13.36,67.22,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
xpayne,13.36,67.22,cbrock,22.43,78.13,,False,False,False,False,False,0-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",0,0,2021-08-15-MIN-IND,Q1
cbrock,22.43,78.13,tcarpente,19.09,111.27,,False,False,False,False,True,1-0,720,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bbergmeie', 'cmccutche', 'cberry', 'aroy', 'jkittlese', 'bmatzuka', 'ddeclerck']",1,0,2021-08-15-MIN-IND,Q1
tpoletto,13.62,33.78,jklane,1.89,33.34,,False,False,False,False,False,1-0,673,pull,"['jvenegas', 'crae', 'mzetsch', 'chardesty', 'jfella', 'tdynes', 'nhutton']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",1,0,2021-08-15-MIN-IND,Q1
jklane,1.89,33.34,cjurek,-11.52,47.03,,False,False,False,False,False,1-0,673,motion,"['jvenegas', 'crae', 'mzetsch', 'chardesty', 'jfella', 'tdynes', 'nhutton']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",1,0,2021-08-15-MIN-IND,Q1
cjurek,-11.52,47.03,nvogt,9.54,84.83,,False,False,False,False,False,1-0,673,motion,"['jvenegas', 'crae', 'mzetsch', 'chardesty', 'jfella', 'tdynes', 'nhutton']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",1,0,2021-08-15-MIN-IND,Q1
nvogt,9.54,84.83,wbrandt,10.12,84.39,,False,False,False,False,False,1-0,673,motion,"['jvenegas', 'crae', 'mzetsch', 'chardesty', 'jfella', 'tdynes', 'nhutton']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",1,0,2021-08-15-MIN-IND,Q1
wbrandt,10.12,84.39,tpoletto,3.06,104.19,,False,False,False,False,True,1-1,673,motion,"['jvenegas', 'crae', 'mzetsch', 'chardesty', 'jfella', 'tdynes', 'nhutton']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",1,1,2021-08-15-MIN-IND,Q1
tcarpente,12.68,35.59,xpayne,1.36,41.93,,False,False,False,False,False,1-1,645,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['tthomegre', 'bmatis', 'rishaque', 'ihahn', 'ileonard', 'aroy', 'gpangburn']",1,1,2021-08-15-MIN-IND,Q1
xpayne,1.36,41.93,kromard,10.84,51.47,,False,False,False,False,False,1-1,645,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['tthomegre', 'bmatis', 'rishaque', 'ihahn', 'ileonard', 'aroy', 'gpangburn']",1,1,2021-08-15-MIN-IND,Q1
kromard,10.84,51.47,cbrock,-2.26,96.13,,False,False,False,False,False,1-1,645,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['tthomegre', 'bmatis', 'rishaque', 'ihahn', 'ileonard', 'aroy', 'gpangburn']",1,1,2021-08-15-MIN-IND,Q1
cbrock,-2.26,96.13,ljacobs,2.04,109.02,,False,False,False,False,True,2-1,645,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['tthomegre', 'bmatis', 'rishaque', 'ihahn', 'ileonard', 'aroy', 'gpangburn']",2,1,2021-08-15-MIN-IND,Q1
tpoletto,14.86,34.73,jklane,11.65,42.37,,False,False,False,False,False,2-1,624,pull,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
jklane,11.65,42.37,wbrandt,21.2,46.89,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
wbrandt,21.2,46.89,nvogt,22.36,59.05,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
nvogt,22.36,59.05,bvohnoutk,23.09,72.23,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
bvohnoutk,23.09,72.23,cjurek,8.23,69.83,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
cjurek,8.23,69.83,jklane,-0.15,67.28,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
jklane,-0.15,67.28,,2.62,80.97,nhutton,True,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
nhutton,7.09,41.04,mames,17.73,42.2,,False,False,False,False,False,2-1,624,turnover,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
mames,17.73,42.2,nhutton,21.14,69.75,,False,False,False,False,False,2-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",2,1,2021-08-15-MIN-IND,Q1
nhutton,21.14,69.75,nphillips,17.8,102.75,,False,False,False,False,True,3-1,624,motion,"['ahamilton', 'mames', 'ccurran', 'nphillips', 'emock', 'nhutton', 'cginet']","['wbrandt', 'bvohnoutk', 'nvogt', 'cjurek', 'pkrenik', 'jklane', 'tpoletto']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,16.02,21.33,aroy,-3.79,21.99,,False,False,False,False,False,3-1,577,pull,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,-3.79,21.99,cberry,0.07,34.8,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cberry,0.07,34.8,ileonard,6.77,44.7,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
ileonard,6.77,44.7,cmccutche,0.07,48.64,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cmccutche,0.07,48.64,aroy,-11.44,50.82,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,-11.44,50.82,bbergmeie,-13.27,63.56,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bbergmeie,-13.27,63.56,ddeclerck,-3.36,74.12,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
ddeclerck,-3.36,74.12,aroy,5.75,71.94,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,5.75,71.94,bmatzuka,-4.89,66.26,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,-4.89,66.26,aroy,7.21,69.53,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,7.21,69.53,bmatzuka,-1.39,73.47,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,-1.39,73.47,aroy,7.28,77.83,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,7.28,77.83,bmatzuka,11.36,74.78,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,11.36,74.78,cberry,1.53,69.46,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cberry,1.53,69.46,bmatzuka,6.99,68.08,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,6.99,68.08,cberry,12.38,75.43,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cberry,12.38,75.43,bmatzuka,0.8,74.27,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,0.8,74.27,aroy,9.61,75.14,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,9.61,75.14,bmatzuka,5.39,75.58,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,5.39,85.58,aroy,3.49,75.43,,False,False,False,False,False,3-1,577,penalty,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,3.49,75.43,cmccutche,-6.85,77.62,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cmccutche,-6.85,77.62,aroy,-5.11,71.79,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,-5.11,71.79,bmatzuka,5.53,73.68,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
bmatzuka,5.53,73.68,cmccutche,8.88,81.11,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cmccutche,8.88,81.11,cberry,10.34,94.73,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
cberry,10.34,94.73,aroy,16.53,99.99,,False,False,False,False,False,3-1,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,1,2021-08-15-MIN-IND,Q1
aroy,16.53,99.99,ileonard,22.51,108.71,,False,False,False,False,True,3-2,577,motion,"['mzetsch', 'tdynes', 'jfella', 'nhutton', 'jvenegas', 'crae', 'chardesty']","['bbergmeie', 'ileonard', 'cmccutche', 'cberry', 'bmatzuka', 'ddeclerck', 'aroy']",3,2,2021-08-15-MIN-IND,Q1
xpayne,0.0,40.0,rgross,8.93,51.06,,False,False,False,False,False,3-2,466,pull,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
rgross,8.93,51.06,cbrock,23.52,69.13,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cbrock,23.52,69.13,lconiaris,-4.17,72.47,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
lconiaris,-4.17,72.47,tcarpente,-17.33,68.86,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
tcarpente,-17.33,68.86,lconiaris,-5.26,62.25,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
lconiaris,-5.26,62.25,tcarpente,3.75,62.93,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
tcarpente,3.75,62.93,xpayne,18.2,71.59,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
xpayne,18.2,71.59,ljacobs,21.68,80.79,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
ljacobs,21.68,80.79,cbrock,23.8,96.68,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cbrock,23.8,96.68,,20.52,114.2,,True,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cberry,-11.37,20.0,nvogt,-13.7,36.4,,False,False,False,False,False,3-2,466,turnover,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
nvogt,-13.7,36.4,cjurek,-16.4,46.01,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cjurek,-16.4,46.01,cberry,-11.37,51.4,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cberry,-11.37,51.4,cjurek,-11.81,45.72,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cjurek,-11.81,45.72,,13.84,45.87,,True,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cbrock,-13.37,57.95,xpayne,-6.48,56.38,,False,False,False,False,False,3-2,466,turnover,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
xpayne,-6.48,56.38,rgross,-1.44,58.29,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
rgross,-1.44,58.29,,12.48,77.04,bvohnoutk,True,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
bvohnoutk,-7.95,48.78,gpangburn,-15.16,64.36,,False,False,False,False,False,3-2,466,turnover,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
gpangburn,-15.16,64.36,cjurek,-11.81,72.45,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cjurek,-11.81,72.45,cberry,-2.26,59.78,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
cberry,-2.26,59.78,gpangburn,-2.26,63.64,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
gpangburn,-2.26,63.64,nvogt,10.49,65.67,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
nvogt,10.49,65.67,bvohnoutk,17.55,77.54,,False,False,False,False,False,3-2,466,motion,"['rgross', 'cbrock', 'ljacobs', 'lconiaris', 'kromard', 'xpayne', 'tcarpente']","['bvohnoutk', 'cberry', 'cjurek', 'jkittlese', 'bmatis', 'nvogt', 'gpangburn']",3,2,2021-08-15-MIN-IND,Q1
