,Rank,Team,Change,Prior,Date,Division
0,1,North Carolina,-,1,2022-02-16,D1_MEN
1,2,Georgia,-,2,2022-02-16,D1_MEN
2,3,Colorado,-,3,2022-02-16,D1_MEN
3,4,Brown,-,4,2022-02-16,D1_MEN
4,5,Brigham Young,-,5,2022-02-16,D1_MEN
5,6,Washington,-,6,2022-02-16,D1_MEN
6,7,Massachusetts,+1,8,2022-02-16,D1_MEN
7,8,Cal Poly SLO,+2,10,2022-02-16,D1_MEN
8,9,Pittsburgh,+2,11,2022-02-16,D1_MEN
9,10,Minnesota,+2,12,2022-02-16,D1_MEN
10,11,Michigan,-4,7,2022-02-16,D1_MEN
11,12,Texas,+1,13,2022-02-16,D1_MEN
12,13,Northeastern,+1,14,2022-02-16,D1_MEN
13,14,Vermont,,-,2022-02-16,D1_MEN
14,15,NC State,-6,9,2022-02-16,D1_MEN
15,16,Ohio State,-,16,2022-02-16,D1_MEN
16,17,Carleton,-2,15,2022-02-16,D1_MEN
17,18,Tufts,-1,17,2022-02-16,D1_MEN
18,19,Oregon,-1,18,2022-02-16,D1_MEN
19,20,Wisconsin,-,20,2022-02-16,D1_MEN
20,21,Florida,-,21,2022-02-16,D1_MEN
21,22,California,-,22,2022-02-16,D1_MEN
22,23,UCLA,-,23,2022-02-16,D1_MEN
23,24,UNC Wilmington,-5,19,2022-02-16,D1_MEN
24,25,Illinois,-1,24,2022-02-16,D1_MEN
0,1,North Carolina,-,1,2022-02-16,D1_MEN
1,2,Georgia,-,2,2022-02-16,D1_MEN
2,3,Colorado,+1,4,2022-02-16,D1_MEN
3,4,Brown,+2,6,2022-02-16,D1_MEN
4,5,Brigham Young,-2,3,2022-02-16,D1_MEN
5,6,Washington,-1,5,2022-02-16,D1_MEN
6,7,Michigan,+2,9,2022-02-16,D1_MEN
7,8,Massachusetts,+5,13,2022-02-16,D1_MEN
8,9,NC State,+1,10,2022-02-16,D1_MEN
9,10,Cal Poly SLO,-3,7,2022-02-16,D1_MEN
10,11,Pittsburgh,+6,17,2022-02-16,D1_MEN
11,12,Minnesota,-4,8,2022-02-16,D1_MEN
12,13,Texas,-2,11,2022-02-16,D1_MEN
13,14,Northeastern,-2,12,2022-02-16,D1_MEN
14,15,Carleton,-1,14,2022-02-16,D1_MEN
15,16,Ohio State,-1,15,2022-02-16,D1_MEN
16,17,Tufts,-1,16,2022-02-16,D1_MEN
17,18,Oregon,-,18,2022-02-16,D1_MEN
18,19,UNC Wilmington,-,19,2022-02-16,D1_MEN
19,20,Wisconsin,-,20,2022-02-16,D1_MEN
20,21,Florida,,-,2022-02-16,D1_MEN
21,22,California,-1,21,2022-02-16,D1_MEN
22,23,UCLA,-1,22,2022-02-16,D1_MEN
23,24,Illinois,-1,23,2022-02-16,D1_MEN
24,25,Tulane,-1,24,2022-02-16,D1_MEN
0,1,North Carolina,-,1,2022-02-16,D1_MEN
1,2,Georgia,-,2,2022-02-16,D1_MEN
2,3,Brigham Young,,-,2022-02-16,D1_MEN
3,4,Colorado,-,4,2022-02-16,D1_MEN
4,5,Washington,+1,6,2022-02-16,D1_MEN
5,6,Brown,-3,3,2022-02-16,D1_MEN
6,7,Cal Poly SLO,+2,9,2022-02-16,D1_MEN
7,8,Minnesota,+12,20,2022-02-16,D1_MEN
8,9,Michigan,-4,5,2022-02-16,D1_MEN
9,10,NC State,+2,12,2022-02-16,D1_MEN
10,11,Texas,-3,8,2022-02-16,D1_MEN
11,12,Northeastern,+2,14,2022-02-16,D1_MEN
12,13,Massachusetts,+12,25,2022-02-16,D1_MEN
13,14,Carleton,-7,7,2022-02-16,D1_MEN
14,15,Ohio State,-5,10,2022-02-16,D1_MEN
15,16,Tufts,+7,23,2022-02-16,D1_MEN
16,17,Pittsburgh,-2,15,2022-02-16,D1_MEN
17,18,Oregon,,-,2022-02-16,D1_MEN
18,19,UNC Wilmington,-8,11,2022-02-16,D1_MEN
19,20,Wisconsin,-4,16,2022-02-16,D1_MEN
20,21,California,,-,2022-02-16,D1_MEN
21,22,UCLA,+2,24,2022-02-16,D1_MEN
22,23,Illinois,,-,2022-02-16,D1_MEN
23,24,Tulane,-11,13,2022-02-16,D1_MEN
24,25,Utah,,-,2022-02-16,D1_MEN
0,1,North Carolina,,,2022-02-16,D1_MEN
1,2,Georgia,,,2022-02-16,D1_MEN
2,3,Brown,,,2022-02-16,D1_MEN
3,4,Colorado,,,2022-02-16,D1_MEN
4,5,Michigan,,,2022-02-16,D1_MEN
5,6,Washington,,,2022-02-16,D1_MEN
6,7,Carleton,,,2022-02-16,D1_MEN
7,8,Texas,,,2022-02-16,D1_MEN
8,9,Cal Poly SLO,,,2022-02-16,D1_MEN
9,10,Ohio State,,,2022-02-16,D1_MEN
10,11,UNC Wilmington,,,2022-02-16,D1_MEN
11,12,NC State,,,2022-02-16,D1_MEN
12,13,Tulane,,,2022-02-16,D1_MEN
13,14,Northeastern,,,2022-02-16,D1_MEN
14,15,Pittsburgh,,,2022-02-16,D1_MEN
15,16,Wisconsin,,,2022-02-16,D1_MEN
16,17,UC San Diego,,,2022-02-16,D1_MEN
17,18,Colorado State,,,2022-02-16,D1_MEN
18,19,Stanford,,,2022-02-16,D1_MEN
19,20,Minnesota,,,2022-02-16,D1_MEN
20,21,UC Santa Barbara,,,2022-02-16,D1_MEN
21,22,Virginia Tech,,,2022-02-16,D1_MEN
22,23,Tufts,,,2022-02-16,D1_MEN
23,24,UCLA,,,2022-02-16,D1_MEN
24,25,Massachusetts,,,2022-02-16,D1_MEN
0,1,North Carolina,-,1,2021-12-01,D1_MEN
1,2,Colorado,-,2,2021-12-01,D1_MEN
2,3,Washington,-,3,2021-12-01,D1_MEN
3,4,Carleton,-,4,2021-12-01,D1_MEN
4,5,Brown,-,5,2021-12-01,D1_MEN
5,6,Pittsburgh,-,6,2021-12-01,D1_MEN
6,7,Texas,-,7,2021-12-01,D1_MEN
7,8,NC State,-,8,2021-12-01,D1_MEN
8,9,Cal Poly SLO,-,9,2021-12-01,D1_MEN
9,10,Georgia,-,10,2021-12-01,D1_MEN
10,11,Michigan,-,11,2021-12-01,D1_MEN
11,12,Ohio State,-,12,2021-12-01,D1_MEN
12,13,Northeastern,-,13,2021-12-01,D1_MEN
13,14,UNC Wilmington,-,14,2021-12-01,D1_MEN
14,15,Wisconsin,-,15,2021-12-01,D1_MEN
15,16,UC San Diego,-,16,2021-12-01,D1_MEN
16,17,Colorado State,-,17,2021-12-01,D1_MEN
17,18,Stanford,-,18,2021-12-01,D1_MEN
18,19,Minnesota,-,19,2021-12-01,D1_MEN
19,20,UC Santa Barbara,-,20,2021-12-01,D1_MEN
20,21,Tufts,-,21,2021-12-01,D1_MEN
21,22,Virginia Tech,-,22,2021-12-01,D1_MEN
22,23,Tulane,,-,2021-12-01,D1_MEN
23,24,UCLA,-1,23,2021-12-01,D1_MEN
24,25,Massachusetts,-1,24,2021-12-01,D1_MEN
0,1,North Carolina,-,1,2021-12-01,D1_MEN
1,2,Colorado,-,2,2021-12-01,D1_MEN
2,3,Washington,-,3,2021-12-01,D1_MEN
3,4,Carleton,-,4,2021-12-01,D1_MEN
4,5,Brown,-,5,2021-12-01,D1_MEN
5,6,Pittsburgh,-,6,2021-12-01,D1_MEN
6,7,Texas,-,7,2021-12-01,D1_MEN
7,8,NC State,-,8,2021-12-01,D1_MEN
8,9,Cal Poly SLO,-,9,2021-12-01,D1_MEN
9,10,Georgia,-,10,2021-12-01,D1_MEN
10,11,Michigan,-,11,2021-12-01,D1_MEN
11,12,Ohio State,-,12,2021-12-01,D1_MEN
12,13,Northeastern,+1,14,2021-12-01,D1_MEN
13,14,UNC Wilmington,-1,13,2021-12-01,D1_MEN
14,15,Wisconsin,+7,22,2021-12-01,D1_MEN
15,16,UC San Diego,,-,2021-12-01,D1_MEN
16,17,Colorado State,+1,18,2021-12-01,D1_MEN
17,18,Stanford,-2,16,2021-12-01,D1_MEN
18,19,Minnesota,,-,2021-12-01,D1_MEN
19,20,UC Santa Barbara,-1,19,2021-12-01,D1_MEN
20,21,Tufts,+4,25,2021-12-01,D1_MEN
21,22,Virginia Tech,-1,21,2021-12-01,D1_MEN
22,23,UCLA,-3,20,2021-12-01,D1_MEN
23,24,Massachusetts,-7,17,2021-12-01,D1_MEN
24,25,Utah State,-2,23,2021-12-01,D1_MEN
0,1,North Carolina,-,1,2021-12-01,D1_MEN
1,2,Colorado,-,2,2021-12-01,D1_MEN
2,3,Washington,+1,4,2021-12-01,D1_MEN
3,4,Carleton,-1,3,2021-12-01,D1_MEN
4,5,Brown,-,5,2021-12-01,D1_MEN
5,6,Pittsburgh,-,6,2021-12-01,D1_MEN
6,7,Texas,-,7,2021-12-01,D1_MEN
7,8,NC State,-,8,2021-12-01,D1_MEN
8,9,Cal Poly SLO,-,9,2021-12-01,D1_MEN
9,10,Georgia,-,10,2021-12-01,D1_MEN
10,11,Michigan,-,11,2021-12-01,D1_MEN
11,12,Ohio State,-,12,2021-12-01,D1_MEN
12,13,UNC Wilmington,+2,15,2021-12-01,D1_MEN
13,14,Northeastern,+2,16,2021-12-01,D1_MEN
14,15,UT Dallas,+2,17,2021-12-01,D1_MEN
15,16,Stanford,+2,18,2021-12-01,D1_MEN
16,17,Massachusetts,+2,19,2021-12-01,D1_MEN
17,18,Colorado State,+2,20,2021-12-01,D1_MEN
18,19,UC Santa Barbara,+2,21,2021-12-01,D1_MEN
19,20,UCLA,+2,22,2021-12-01,D1_MEN
20,21,Virginia Tech,+2,23,2021-12-01,D1_MEN
21,22,Wisconsin,+3,25,2021-12-01,D1_MEN
22,23,Utah State,,-,2021-12-01,D1_MEN
23,24,Tulane,,-,2021-12-01,D1_MEN
24,25,Tufts,,-,2021-12-01,D1_MEN
0,1,North Carolina,,,2021-12-01,D1_MEN
1,2,Colorado,,,2021-12-01,D1_MEN
2,3,Carleton,,,2021-12-01,D1_MEN
3,4,Washington,,,2021-12-01,D1_MEN
4,5,Brown,,,2021-12-01,D1_MEN
5,6,Pittsburgh,,,2021-12-01,D1_MEN
6,7,Texas,,,2021-12-01,D1_MEN
7,8,NC State,,,2021-12-01,D1_MEN
8,9,Cal Poly SLO,,,2021-12-01,D1_MEN
9,10,Georgia,,,2021-12-01,D1_MEN
10,11,Michigan,,,2021-12-01,D1_MEN
11,12,Ohio State,,,2021-12-01,D1_MEN
12,13,Minnesota,,,2021-12-01,D1_MEN
13,14,Maryland,,,2021-12-01,D1_MEN
14,15,UNC Wilmington,,,2021-12-01,D1_MEN
15,16,Northeastern,,,2021-12-01,D1_MEN
16,17,UT Dallas,,,2021-12-01,D1_MEN
17,18,Stanford,,,2021-12-01,D1_MEN
18,19,Massachusetts,,,2021-12-01,D1_MEN
19,20,Colorado State,,,2021-12-01,D1_MEN
20,21,UC Santa Barbara,,,2021-12-01,D1_MEN
21,22,UCLA,,,2021-12-01,D1_MEN
22,23,Virginia Tech,,,2021-12-01,D1_MEN
23,24,Utah,,,2021-12-01,D1_MEN
24,25,Wisconsin,,,2021-12-01,D1_MEN
0,1,North Carolina,+1,2,2020-03-18,D1_MEN
1,2,Brigham Young,-1,1,2020-03-18,D1_MEN
2,3,Colorado,+7,10,2020-03-18,D1_MEN
3,4,Oregon,+4,8,2020-03-18,D1_MEN
4,5,Cal Poly SLO,+4,9,2020-03-18,D1_MEN
5,6,Washington,-3,3,2020-03-18,D1_MEN
6,7,Massachusetts,+8,15,2020-03-18,D1_MEN
7,8,Pittsburgh,-1,7,2020-03-18,D1_MEN
8,9,Michigan,-5,4,2020-03-18,D1_MEN
9,10,Ohio State,+3,13,2020-03-18,D1_MEN
10,11,Carleton,-6,5,2020-03-18,D1_MEN
11,12,Brown,-6,6,2020-03-18,D1_MEN
12,13,Minnesota,+3,16,2020-03-18,D1_MEN
13,14,UNC Wilmington,+3,17,2020-03-18,D1_MEN
14,15,Georgia,-4,11,2020-03-18,D1_MEN
15,16,Colorado State,,-,2020-03-18,D1_MEN
16,17,California,+6,23,2020-03-18,D1_MEN
17,18,Georgia Tech,-,18,2020-03-18,D1_MEN
18,19,Tufts,-,19,2020-03-18,D1_MEN
19,20,British Columbia,,-,2020-03-18,D1_MEN
20,21,UCLA,+1,22,2020-03-18,D1_MEN
21,22,NC State,-10,12,2020-03-18,D1_MEN
22,23,UT Dallas,,-,2020-03-18,D1_MEN
23,24,Wisconsin,-3,21,2020-03-18,D1_MEN
24,25,Texas,-11,14,2020-03-18,D1_MEN
0,1,Brigham Young,-,1,2020-03-18,D1_MEN
1,2,North Carolina,-,2,2020-03-18,D1_MEN
2,3,Washington,-,3,2020-03-18,D1_MEN
3,4,Michigan,-,4,2020-03-18,D1_MEN
4,5,Carleton,-,5,2020-03-18,D1_MEN
5,6,Brown,-,6,2020-03-18,D1_MEN
6,7,Pittsburgh,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Cal Poly SLO,-,9,2020-03-18,D1_MEN
9,10,Colorado,-,10,2020-03-18,D1_MEN
10,11,Georgia,-,11,2020-03-18,D1_MEN
11,12,NC State,-,12,2020-03-18,D1_MEN
12,13,Ohio State,-,13,2020-03-18,D1_MEN
13,14,Texas,-,14,2020-03-18,D1_MEN
14,15,Massachusetts,-,15,2020-03-18,D1_MEN
15,16,Minnesota,-,16,2020-03-18,D1_MEN
16,17,UNC Wilmington,-,17,2020-03-18,D1_MEN
17,18,Georgia Tech,+1,19,2020-03-18,D1_MEN
18,19,Tufts,+1,20,2020-03-18,D1_MEN
19,20,Northeastern,+1,21,2020-03-18,D1_MEN
20,21,Wisconsin,+1,22,2020-03-18,D1_MEN
21,22,UCLA,+2,24,2020-03-18,D1_MEN
22,23,California,+2,25,2020-03-18,D1_MEN
23,24,Oregon State,,-,2020-03-18,D1_MEN
24,25,Alabama,,-,2020-03-18,D1_MEN
0,1,Brigham Young,-,1,2020-03-18,D1_MEN
1,2,North Carolina,-,2,2020-03-18,D1_MEN
2,3,Washington,-,3,2020-03-18,D1_MEN
3,4,Michigan,-,4,2020-03-18,D1_MEN
4,5,Carleton,-,5,2020-03-18,D1_MEN
5,6,Brown,-,6,2020-03-18,D1_MEN
6,7,Pittsburgh,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Cal Poly SLO,-,9,2020-03-18,D1_MEN
9,10,Colorado,-,10,2020-03-18,D1_MEN
10,11,Georgia,-,11,2020-03-18,D1_MEN
11,12,NC State,-,12,2020-03-18,D1_MEN
12,13,Ohio State,-,13,2020-03-18,D1_MEN
13,14,Texas,-,14,2020-03-18,D1_MEN
14,15,Massachusetts,-,15,2020-03-18,D1_MEN
15,16,Minnesota,-,16,2020-03-18,D1_MEN
16,17,UNC Wilmington,-,17,2020-03-18,D1_MEN
17,18,William & Mary,-,18,2020-03-18,D1_MEN
18,19,Georgia Tech,-,19,2020-03-18,D1_MEN
19,20,Tufts,-,20,2020-03-18,D1_MEN
20,21,Northeastern,-,21,2020-03-18,D1_MEN
21,22,Wisconsin,-,22,2020-03-18,D1_MEN
22,23,South Carolina,-,23,2020-03-18,D1_MEN
23,24,UCLA,-,24,2020-03-18,D1_MEN
24,25,California,-,25,2020-03-18,D1_MEN
0,1,Brigham Young,+1,2,2020-03-18,D1_MEN
1,2,North Carolina,+1,3,2020-03-18,D1_MEN
2,3,Washington,+4,7,2020-03-18,D1_MEN
3,4,Michigan,+10,14,2020-03-18,D1_MEN
4,5,Carleton,-1,4,2020-03-18,D1_MEN
5,6,Brown,-5,1,2020-03-18,D1_MEN
6,7,Pittsburgh,-2,5,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Cal Poly SLO,+3,12,2020-03-18,D1_MEN
9,10,Colorado,-4,6,2020-03-18,D1_MEN
10,11,Georgia,-2,9,2020-03-18,D1_MEN
11,12,NC State,-2,10,2020-03-18,D1_MEN
12,13,Ohio State,-2,11,2020-03-18,D1_MEN
13,14,Texas,-1,13,2020-03-18,D1_MEN
14,15,Massachusetts,+1,16,2020-03-18,D1_MEN
15,16,Minnesota,+1,17,2020-03-18,D1_MEN
16,17,UNC Wilmington,+3,20,2020-03-18,D1_MEN
17,18,William & Mary,+3,21,2020-03-18,D1_MEN
18,19,Georgia Tech,,-,2020-03-18,D1_MEN
19,20,Tufts,-5,15,2020-03-18,D1_MEN
20,21,Northeastern,-3,18,2020-03-18,D1_MEN
21,22,Wisconsin,-3,19,2020-03-18,D1_MEN
22,23,South Carolina,-1,22,2020-03-18,D1_MEN
23,24,UCLA,-,24,2020-03-18,D1_MEN
24,25,California,-,25,2020-03-18,D1_MEN
0,1,Brown,-,1,2020-03-18,D1_MEN
1,2,Brigham Young,-,2,2020-03-18,D1_MEN
2,3,North Carolina,-,3,2020-03-18,D1_MEN
3,4,Carleton,-,4,2020-03-18,D1_MEN
4,5,Pittsburgh,-,5,2020-03-18,D1_MEN
5,6,Colorado,-,6,2020-03-18,D1_MEN
6,7,Washington,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Georgia,+3,12,2020-03-18,D1_MEN
9,10,NC State,-,10,2020-03-18,D1_MEN
10,11,Ohio State,-2,9,2020-03-18,D1_MEN
11,12,Cal Poly SLO,-1,11,2020-03-18,D1_MEN
12,13,Texas,-,13,2020-03-18,D1_MEN
13,14,Michigan,-,14,2020-03-18,D1_MEN
14,15,Tufts,+1,16,2020-03-18,D1_MEN
15,16,Massachusetts,+1,17,2020-03-18,D1_MEN
16,17,Minnesota,+1,18,2020-03-18,D1_MEN
17,18,Northeastern,+1,19,2020-03-18,D1_MEN
18,19,Wisconsin,+1,20,2020-03-18,D1_MEN
19,20,UNC Wilmington,-5,15,2020-03-18,D1_MEN
20,21,William & Mary,-,21,2020-03-18,D1_MEN
21,22,South Carolina,-,22,2020-03-18,D1_MEN
22,23,Illinois,-,23,2020-03-18,D1_MEN
23,24,UCLA,-,24,2020-03-18,D1_MEN
24,25,California,-,25,2020-03-18,D1_MEN
0,1,Brown,-,1,2020-03-18,D1_MEN
1,2,Brigham Young,-,2,2020-03-18,D1_MEN
2,3,North Carolina,-,3,2020-03-18,D1_MEN
3,4,Carleton,-,4,2020-03-18,D1_MEN
4,5,Pittsburgh,-,5,2020-03-18,D1_MEN
5,6,Colorado,-,6,2020-03-18,D1_MEN
6,7,Washington,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Ohio State,-,9,2020-03-18,D1_MEN
9,10,NC State,-,10,2020-03-18,D1_MEN
10,11,Cal Poly SLO,-,11,2020-03-18,D1_MEN
11,12,Georgia,-,12,2020-03-18,D1_MEN
12,13,Texas,-,13,2020-03-18,D1_MEN
13,14,Michigan,-,14,2020-03-18,D1_MEN
14,15,UNC Wilmington,-,15,2020-03-18,D1_MEN
15,16,Tufts,-,16,2020-03-18,D1_MEN
16,17,Massachusetts,-,17,2020-03-18,D1_MEN
17,18,Minnesota,-,18,2020-03-18,D1_MEN
18,19,Northeastern,-,19,2020-03-18,D1_MEN
19,20,Wisconsin,-,20,2020-03-18,D1_MEN
20,21,William & Mary,-,21,2020-03-18,D1_MEN
21,22,South Carolina,-,22,2020-03-18,D1_MEN
22,23,Illinois,-,23,2020-03-18,D1_MEN
23,24,UCLA,-,24,2020-03-18,D1_MEN
24,25,California,-,25,2020-03-18,D1_MEN
0,1,Brown,-,1,2020-03-18,D1_MEN
1,2,Brigham Young,-,2,2020-03-18,D1_MEN
2,3,North Carolina,-,3,2020-03-18,D1_MEN
3,4,Carleton,-,4,2020-03-18,D1_MEN
4,5,Pittsburgh,-,5,2020-03-18,D1_MEN
5,6,Colorado,-,6,2020-03-18,D1_MEN
6,7,Washington,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Ohio State,-,9,2020-03-18,D1_MEN
9,10,NC State,-,10,2020-03-18,D1_MEN
10,11,Cal Poly SLO,+6,17,2020-03-18,D1_MEN
11,12,Georgia,-1,11,2020-03-18,D1_MEN
12,13,Texas,-1,12,2020-03-18,D1_MEN
13,14,Michigan,-1,13,2020-03-18,D1_MEN
14,15,UNC Wilmington,-,15,2020-03-18,D1_MEN
15,16,Tufts,-2,14,2020-03-18,D1_MEN
16,17,Massachusetts,-1,16,2020-03-18,D1_MEN
17,18,Minnesota,-,18,2020-03-18,D1_MEN
18,19,Northeastern,+1,20,2020-03-18,D1_MEN
19,20,Wisconsin,+1,21,2020-03-18,D1_MEN
20,21,William & Mary,+1,22,2020-03-18,D1_MEN
21,22,South Carolina,+2,24,2020-03-18,D1_MEN
22,23,Illinois,+2,25,2020-03-18,D1_MEN
23,24,UCLA,,-,2020-03-18,D1_MEN
24,25,California,-2,23,2020-03-18,D1_MEN
0,1,Brown,-,1,2020-03-18,D1_MEN
1,2,Brigham Young,-,2,2020-03-18,D1_MEN
2,3,North Carolina,-,3,2020-03-18,D1_MEN
3,4,Carleton,-,4,2020-03-18,D1_MEN
4,5,Pittsburgh,-,5,2020-03-18,D1_MEN
5,6,Colorado,-,6,2020-03-18,D1_MEN
6,7,Washington,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Ohio State,-,9,2020-03-18,D1_MEN
9,10,NC State,-,10,2020-03-18,D1_MEN
10,11,Georgia,-,11,2020-03-18,D1_MEN
11,12,Texas,-,12,2020-03-18,D1_MEN
12,13,Michigan,-,13,2020-03-18,D1_MEN
13,14,Tufts,-,14,2020-03-18,D1_MEN
14,15,UNC Wilmington,-,15,2020-03-18,D1_MEN
15,16,Massachusetts,-,16,2020-03-18,D1_MEN
16,17,Cal Poly SLO,-,17,2020-03-18,D1_MEN
17,18,Minnesota,-,18,2020-03-18,D1_MEN
18,19,Victoria,-,19,2020-03-18,D1_MEN
19,20,Northeastern,-,20,2020-03-18,D1_MEN
20,21,Wisconsin,-,21,2020-03-18,D1_MEN
21,22,William & Mary,-,22,2020-03-18,D1_MEN
22,23,California,-,23,2020-03-18,D1_MEN
23,24,South Carolina,+1,25,2020-03-18,D1_MEN
24,25,Illinois,,-,2020-03-18,D1_MEN
0,1,Brown,-,1,2020-03-18,D1_MEN
1,2,Brigham Young,-,2,2020-03-18,D1_MEN
2,3,North Carolina,-,3,2020-03-18,D1_MEN
3,4,Carleton,-,4,2020-03-18,D1_MEN
4,5,Pittsburgh,-,5,2020-03-18,D1_MEN
5,6,Colorado,-,6,2020-03-18,D1_MEN
6,7,Washington,-,7,2020-03-18,D1_MEN
7,8,Oregon,-,8,2020-03-18,D1_MEN
8,9,Ohio State,-,9,2020-03-18,D1_MEN
9,10,NC State,-,10,2020-03-18,D1_MEN
10,11,Georgia,-,11,2020-03-18,D1_MEN
11,12,Texas,-,12,2020-03-18,D1_MEN
12,13,Michigan,-,13,2020-03-18,D1_MEN
13,14,Tufts,-,14,2020-03-18,D1_MEN
14,15,UNC Wilmington,-,15,2020-03-18,D1_MEN
15,16,Massachusetts,-,16,2020-03-18,D1_MEN
16,17,Cal Poly SLO,-,17,2020-03-18,D1_MEN
17,18,Minnesota,-,18,2020-03-18,D1_MEN
18,19,Victoria,-,19,2020-03-18,D1_MEN
19,20,Northeastern,-,20,2020-03-18,D1_MEN
20,21,Wisconsin,-,21,2020-03-18,D1_MEN
21,22,William & Mary,-,22,2020-03-18,D1_MEN
22,23,California,-,23,2020-03-18,D1_MEN
23,24,LSU,-,24,2020-03-18,D1_MEN
24,25,South Carolina,-,25,2020-03-18,D1_MEN
0,1,Brown,,,2020-03-18,D1_MEN
1,2,Brigham Young,,,2020-03-18,D1_MEN
2,3,North Carolina,,,2020-03-18,D1_MEN
3,4,Carleton,,,2020-03-18,D1_MEN
4,5,Pittsburgh,,,2020-03-18,D1_MEN
5,6,Colorado,,,2020-03-18,D1_MEN
6,7,Washington,,,2020-03-18,D1_MEN
7,8,Oregon,,,2020-03-18,D1_MEN
8,9,Ohio State,,,2020-03-18,D1_MEN
9,10,NC State,,,2020-03-18,D1_MEN
10,11,Georgia,,,2020-03-18,D1_MEN
11,12,Texas,,,2020-03-18,D1_MEN
12,13,Michigan,,,2020-03-18,D1_MEN
13,14,Tufts,,,2020-03-18,D1_MEN
14,15,UNC Wilmington,,,2020-03-18,D1_MEN
15,16,Massachusetts,,,2020-03-18,D1_MEN
16,17,Cal Poly SLO,,,2020-03-18,D1_MEN
17,18,Minnesota,,,2020-03-18,D1_MEN
18,19,Victoria,,,2020-03-18,D1_MEN
19,20,Northeastern,,,2020-03-18,D1_MEN
20,21,Wisconsin,,,2020-03-18,D1_MEN
21,22,William & Mary,,,2020-03-18,D1_MEN
22,23,California,,,2020-03-18,D1_MEN
23,24,LSU,,,2020-03-18,D1_MEN
24,25,South Carolina,,,2020-03-18,D1_MEN
0,1,Brown,-,1,2019-06-07,D1_MEN
1,2,North Carolina,-,2,2019-06-07,D1_MEN
2,3,Brigham Young,-,3,2019-06-07,D1_MEN
3,4,Cal Poly SLO,-,4,2019-06-07,D1_MEN
4,5,Colorado,+1,6,2019-06-07,D1_MEN
5,6,Oregon,-1,5,2019-06-07,D1_MEN
6,7,Ohio State,+2,9,2019-06-07,D1_MEN
7,8,Pittsburgh,+2,10,2019-06-07,D1_MEN
8,9,Wisconsin,+4,13,2019-06-07,D1_MEN
9,10,Texas,-2,8,2019-06-07,D1_MEN
10,11,Michigan,+9,20,2019-06-07,D1_MEN
11,12,Washington,-5,7,2019-06-07,D1_MEN
12,13,Carleton,+1,14,2019-06-07,D1_MEN
13,14,Georgia,+1,15,2019-06-07,D1_MEN
14,15,Minnesota,-3,12,2019-06-07,D1_MEN
15,16,Massachusetts,-,16,2019-06-07,D1_MEN
16,17,NC State,-6,11,2019-06-07,D1_MEN
17,18,Central Florida,-1,17,2019-06-07,D1_MEN
18,19,California,-1,18,2019-06-07,D1_MEN
19,20,Southern California,-1,19,2019-06-07,D1_MEN
20,21,Victoria,,-,2019-06-07,D1_MEN
21,22,Northeastern,-1,21,2019-06-07,D1_MEN
22,23,Tufts,-1,22,2019-06-07,D1_MEN
23,24,Iowa State,+1,25,2019-06-07,D1_MEN
24,25,Maryland,-2,23,2019-06-07,D1_MEN
0,1,Brown,-,1,2019-06-07,D1_MEN
1,2,North Carolina,-,2,2019-06-07,D1_MEN
2,3,Brigham Young,-,3,2019-06-07,D1_MEN
3,4,Cal Poly SLO,-,4,2019-06-07,D1_MEN
4,5,Oregon,-,5,2019-06-07,D1_MEN
5,6,Colorado,+1,7,2019-06-07,D1_MEN
6,7,Washington,+1,8,2019-06-07,D1_MEN
7,8,Texas,+1,9,2019-06-07,D1_MEN
8,9,Ohio State,+2,11,2019-06-07,D1_MEN
9,10,Pittsburgh,-4,6,2019-06-07,D1_MEN
10,11,NC State,-1,10,2019-06-07,D1_MEN
11,12,Minnesota,-,12,2019-06-07,D1_MEN
12,13,Wisconsin,-,13,2019-06-07,D1_MEN
13,14,Carleton,-,14,2019-06-07,D1_MEN
14,15,Georgia,-,15,2019-06-07,D1_MEN
15,16,Massachusetts,-,16,2019-06-07,D1_MEN
16,17,Central Florida,-,17,2019-06-07,D1_MEN
17,18,California,-,18,2019-06-07,D1_MEN
18,19,Southern California,-,19,2019-06-07,D1_MEN
19,20,Michigan,-,20,2019-06-07,D1_MEN
20,21,Northeastern,-,21,2019-06-07,D1_MEN
21,22,Tufts,-,22,2019-06-07,D1_MEN
22,23,Maryland,-,23,2019-06-07,D1_MEN
23,24,Texas A&M,-,24,2019-06-07,D1_MEN
24,25,Iowa State,-,25,2019-06-07,D1_MEN
0,1,Brown,-,1,2019-06-07,D1_MEN
1,2,North Carolina,-,2,2019-06-07,D1_MEN
2,3,Brigham Young,-,3,2019-06-07,D1_MEN
