,Rank,Team,Change,Prior,Date,Division
0,1,UNC Wilmington,+1,2,2016-12-15,D1_MEN
1,2,Massachusetts,-1,1,2016-12-15,D1_MEN
2,3,Pittsburgh,-,3,2016-12-15,D1_MEN
3,4,Wisconsin,-,4,2016-12-15,D1_MEN
4,5,Carleton,+1,6,2016-12-15,D1_MEN
5,6,North Carolina,-1,5,2016-12-15,D1_MEN
6,7,Central Florida,+1,8,2016-12-15,D1_MEN
7,8,Oregon,+1,9,2016-12-15,D1_MEN
8,9,Washington,+1,10,2016-12-15,D1_MEN
9,10,Texas A&M,+1,11,2016-12-15,D1_MEN
10,11,Colorado,+1,12,2016-12-15,D1_MEN
11,12,Harvard,-5,7,2016-12-15,D1_MEN
12,13,Florida,-,13,2016-12-15,D1_MEN
13,14,Stanford,-,14,2016-12-15,D1_MEN
14,15,Georgia,+4,19,2016-12-15,D1_MEN
15,16,Missouri,-1,15,2016-12-15,D1_MEN
16,17,Northwestern,-1,16,2016-12-15,D1_MEN
17,18,Minnesota,-1,17,2016-12-15,D1_MEN
18,19,Texas,-1,18,2016-12-15,D1_MEN
19,20,Virginia Tech,-,20,2016-12-15,D1_MEN
20,21,Illinois,-,21,2016-12-15,D1_MEN
21,22,British Columbia,-,22,2016-12-15,D1_MEN
22,23,Connecticut,+1,24,2016-12-15,D1_MEN
23,24,Auburn,+1,25,2016-12-15,D1_MEN
24,25,Michigan,,-,2016-12-15,D1_MEN
0,1,Massachusetts,,,2016-12-15,D1_MEN
1,2,UNC Wilmington,,,2016-12-15,D1_MEN
2,3,Pittsburgh,,,2016-12-15,D1_MEN
3,4,Wisconsin,,,2016-12-15,D1_MEN
4,5,North Carolina,,,2016-12-15,D1_MEN
5,6,Carleton,,,2016-12-15,D1_MEN
6,7,Harvard,,,2016-12-15,D1_MEN
7,8,Central Florida,,,2016-12-15,D1_MEN
8,9,Oregon,,,2016-12-15,D1_MEN
9,10,Washington,,,2016-12-15,D1_MEN
10,11,Texas A&M,,,2016-12-15,D1_MEN
11,12,Colorado,,,2016-12-15,D1_MEN
12,13,Florida,,,2016-12-15,D1_MEN
13,14,Stanford,,,2016-12-15,D1_MEN
14,15,Missouri,,,2016-12-15,D1_MEN
15,16,Northwestern,,,2016-12-15,D1_MEN
16,17,Minnesota,,,2016-12-15,D1_MEN
17,18,Texas,,,2016-12-15,D1_MEN
18,19,Georgia,,,2016-12-15,D1_MEN
19,20,Virginia Tech,,,2016-12-15,D1_MEN
20,21,Illinois,,,2016-12-15,D1_MEN
21,22,British Columbia,,,2016-12-15,D1_MEN
22,23,JMU,,,2016-12-15,D1_MEN
23,24,Connecticut,,,2016-12-15,D1_MEN
24,25,Auburn,,,2016-12-15,D1_MEN
0,1,Massachusetts,+1,2,2015-11-17,D1_MEN
1,2,UNC Wilmington,+1,3,2015-11-17,D1_MEN
2,3,Pittsburgh,-2,1,2015-11-17,D1_MEN
3,4,Wisconsin,+2,6,2015-11-17,D1_MEN
4,5,North Carolina,-1,4,2015-11-17,D1_MEN
5,6,Washington,+1,7,2015-11-17,D1_MEN
6,7,Carleton,+1,8,2015-11-17,D1_MEN
7,8,Harvard,+4,12,2015-11-17,D1_MEN
8,9,Central Florida,-4,5,2015-11-17,D1_MEN
9,10,Oregon,-1,9,2015-11-17,D1_MEN
10,11,Texas A&M,+12,23,2015-11-17,D1_MEN
11,12,Colorado,-2,10,2015-11-17,D1_MEN
12,13,Florida,-,13,2015-11-17,D1_MEN
13,14,Missouri,+1,15,2015-11-17,D1_MEN
14,15,Northwestern,+2,17,2015-11-17,D1_MEN
15,16,Minnesota,+2,18,2015-11-17,D1_MEN
16,17,Texas,+2,19,2015-11-17,D1_MEN
17,18,Georgia,-7,11,2015-11-17,D1_MEN
18,19,Stanford,-5,14,2015-11-17,D1_MEN
19,20,Virginia Tech,,-,2015-11-17,D1_MEN
20,21,Illinois,-1,20,2015-11-17,D1_MEN
21,22,JMU,,-,2015-11-17,D1_MEN
22,23,Connecticut,-2,21,2015-11-17,D1_MEN
23,24,British Columbia,-2,22,2015-11-17,D1_MEN
24,25,Michigan,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Massachusetts,-,2,2015-11-17,D1_MEN
2,3,UNC Wilmington,-,3,2015-11-17,D1_MEN
3,4,North Carolina,-,4,2015-11-17,D1_MEN
4,5,Central Florida,-,5,2015-11-17,D1_MEN
5,6,Wisconsin,+1,7,2015-11-17,D1_MEN
6,7,Washington,+1,8,2015-11-17,D1_MEN
7,8,Carleton,+3,11,2015-11-17,D1_MEN
8,9,Oregon,-,9,2015-11-17,D1_MEN
9,10,Colorado,-4,6,2015-11-17,D1_MEN
10,11,Georgia,-1,10,2015-11-17,D1_MEN
11,12,Harvard,-,12,2015-11-17,D1_MEN
12,13,Florida,-,13,2015-11-17,D1_MEN
13,14,Stanford,-,14,2015-11-17,D1_MEN
14,15,Missouri,,-,2015-11-17,D1_MEN
15,16,Florida State,+1,17,2015-11-17,D1_MEN
16,17,Northwestern,,-,2015-11-17,D1_MEN
17,18,Minnesota,-2,16,2015-11-17,D1_MEN
18,19,Texas,-4,15,2015-11-17,D1_MEN
19,20,Illinois,+1,21,2015-11-17,D1_MEN
20,21,Connecticut,-3,18,2015-11-17,D1_MEN
21,22,British Columbia,-3,19,2015-11-17,D1_MEN
22,23,Texas A&M,-3,20,2015-11-17,D1_MEN
23,24,Auburn,-2,22,2015-11-17,D1_MEN
24,25,Colorado State,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Massachusetts,+15,17,2015-11-17,D1_MEN
2,3,UNC Wilmington,-1,2,2015-11-17,D1_MEN
3,4,North Carolina,+2,6,2015-11-17,D1_MEN
4,5,Central Florida,+14,19,2015-11-17,D1_MEN
5,6,Colorado,+1,7,2015-11-17,D1_MEN
6,7,Wisconsin,+3,10,2015-11-17,D1_MEN
7,8,Washington,-,8,2015-11-17,D1_MEN
8,9,Oregon,-6,3,2015-11-17,D1_MEN
9,10,Georgia,-1,9,2015-11-17,D1_MEN
10,11,Carleton,+5,16,2015-11-17,D1_MEN
11,12,Harvard,+6,18,2015-11-17,D1_MEN
12,13,Florida,-,13,2015-11-17,D1_MEN
13,14,Stanford,,-,2015-11-17,D1_MEN
14,15,Texas,-4,11,2015-11-17,D1_MEN
15,16,Minnesota,,-,2015-11-17,D1_MEN
16,17,Florida State,-12,5,2015-11-17,D1_MEN
17,18,Connecticut,,-,2015-11-17,D1_MEN
18,19,British Columbia,,-,2015-11-17,D1_MEN
19,20,Texas A&M,-16,4,2015-11-17,D1_MEN
20,21,Illinois,+3,24,2015-11-17,D1_MEN
21,22,Auburn,,-,2015-11-17,D1_MEN
22,23,UC Santa Barbara,-9,14,2015-11-17,D1_MEN
23,24,Arizona State,-9,15,2015-11-17,D1_MEN
24,25,Brown,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,UNC Wilmington,+1,3,2015-11-17,D1_MEN
2,3,Oregon,-1,2,2015-11-17,D1_MEN
3,4,Texas A&M,-,4,2015-11-17,D1_MEN
4,5,Florida State,+8,13,2015-11-17,D1_MEN
5,6,North Carolina,-1,5,2015-11-17,D1_MEN
6,7,Colorado,+1,8,2015-11-17,D1_MEN
7,8,Washington,+1,9,2015-11-17,D1_MEN
8,9,Georgia,+9,18,2015-11-17,D1_MEN
9,10,Wisconsin,+2,12,2015-11-17,D1_MEN
10,11,Texas,+3,14,2015-11-17,D1_MEN
11,12,Maryland,,-,2015-11-17,D1_MEN
12,13,Florida,-6,7,2015-11-17,D1_MEN
13,14,UC Santa Barbara,+1,15,2015-11-17,D1_MEN
14,15,Arizona State,+1,16,2015-11-17,D1_MEN
15,16,Carleton,+4,20,2015-11-17,D1_MEN
16,17,Massachusetts,-7,10,2015-11-17,D1_MEN
17,18,Harvard,,-,2015-11-17,D1_MEN
18,19,Central Florida,-13,6,2015-11-17,D1_MEN
19,20,Tufts,+1,21,2015-11-17,D1_MEN
20,21,Western Washington,+1,22,2015-11-17,D1_MEN
21,22,Northwestern,,-,2015-11-17,D1_MEN
22,23,Tulane,,-,2015-11-17,D1_MEN
23,24,Illinois,,-,2015-11-17,D1_MEN
24,25,Missouri,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Oregon,-,2,2015-11-17,D1_MEN
2,3,UNC Wilmington,-,3,2015-11-17,D1_MEN
3,4,Texas A&M,-,4,2015-11-17,D1_MEN
4,5,North Carolina,-,5,2015-11-17,D1_MEN
5,6,Central Florida,-,6,2015-11-17,D1_MEN
6,7,Florida,-,7,2015-11-17,D1_MEN
7,8,Colorado,-,8,2015-11-17,D1_MEN
8,9,Washington,-,9,2015-11-17,D1_MEN
9,10,Massachusetts,-,10,2015-11-17,D1_MEN
10,11,Auburn,-,11,2015-11-17,D1_MEN
11,12,Wisconsin,-,12,2015-11-17,D1_MEN
12,13,Florida State,-,13,2015-11-17,D1_MEN
13,14,Texas,-,14,2015-11-17,D1_MEN
14,15,UC Santa Barbara,-,15,2015-11-17,D1_MEN
15,16,Arizona State,-,16,2015-11-17,D1_MEN
16,17,Michigan,-,17,2015-11-17,D1_MEN
17,18,Georgia,-,18,2015-11-17,D1_MEN
18,19,Stanford,-,19,2015-11-17,D1_MEN
19,20,Carleton,-,20,2015-11-17,D1_MEN
20,21,Tufts,-,21,2015-11-17,D1_MEN
21,22,Western Washington,-,22,2015-11-17,D1_MEN
22,23,Colorado College,-,23,2015-11-17,D1_MEN
23,24,Minnesota,-,24,2015-11-17,D1_MEN
24,25,Iowa,-,25,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Oregon,-,2,2015-11-17,D1_MEN
2,3,UNC Wilmington,+1,4,2015-11-17,D1_MEN
3,4,Texas A&M,+6,10,2015-11-17,D1_MEN
4,5,North Carolina,-2,3,2015-11-17,D1_MEN
5,6,Central Florida,+2,8,2015-11-17,D1_MEN
6,7,Florida,+2,9,2015-11-17,D1_MEN
7,8,Colorado,-3,5,2015-11-17,D1_MEN
8,9,Washington,-2,7,2015-11-17,D1_MEN
9,10,Massachusetts,-4,6,2015-11-17,D1_MEN
10,11,Auburn,-,11,2015-11-17,D1_MEN
11,12,Wisconsin,-,12,2015-11-17,D1_MEN
12,13,Florida State,-,13,2015-11-17,D1_MEN
13,14,Texas,+1,15,2015-11-17,D1_MEN
14,15,UC Santa Barbara,-1,14,2015-11-17,D1_MEN
15,16,Arizona State,-,16,2015-11-17,D1_MEN
16,17,Michigan,+1,18,2015-11-17,D1_MEN
17,18,Georgia,+1,19,2015-11-17,D1_MEN
18,19,Stanford,+1,20,2015-11-17,D1_MEN
19,20,Carleton,+1,21,2015-11-17,D1_MEN
20,21,Tufts,+2,23,2015-11-17,D1_MEN
21,22,Western Washington,+3,25,2015-11-17,D1_MEN
22,23,Colorado College,,-,2015-11-17,D1_MEN
23,24,Minnesota,-2,22,2015-11-17,D1_MEN
24,25,Iowa,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Oregon,-,2,2015-11-17,D1_MEN
2,3,North Carolina,-,3,2015-11-17,D1_MEN
3,4,UNC Wilmington,+1,5,2015-11-17,D1_MEN
4,5,Colorado,+3,8,2015-11-17,D1_MEN
5,6,Massachusetts,+1,7,2015-11-17,D1_MEN
6,7,Washington,-1,6,2015-11-17,D1_MEN
7,8,Central Florida,+2,10,2015-11-17,D1_MEN
8,9,Florida,+3,12,2015-11-17,D1_MEN
9,10,Texas A&M,+3,13,2015-11-17,D1_MEN
10,11,Auburn,+12,23,2015-11-17,D1_MEN
11,12,Wisconsin,+3,15,2015-11-17,D1_MEN
12,13,Florida State,-9,4,2015-11-17,D1_MEN
13,14,UC Santa Barbara,+4,18,2015-11-17,D1_MEN
14,15,Texas,-1,14,2015-11-17,D1_MEN
15,16,Arizona State,-5,11,2015-11-17,D1_MEN
16,17,Harvard,-1,16,2015-11-17,D1_MEN
17,18,Michigan,-1,17,2015-11-17,D1_MEN
18,19,Georgia,+2,21,2015-11-17,D1_MEN
19,20,Stanford,+4,24,2015-11-17,D1_MEN
20,21,Carleton,-12,9,2015-11-17,D1_MEN
21,22,Minnesota,-3,19,2015-11-17,D1_MEN
22,23,Tufts,-3,20,2015-11-17,D1_MEN
23,24,Iowa State,,-,2015-11-17,D1_MEN
24,25,Western Washington,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Oregon,-,2,2015-11-17,D1_MEN
2,3,North Carolina,+1,4,2015-11-17,D1_MEN
3,4,Florida State,+8,12,2015-11-17,D1_MEN
4,5,UNC Wilmington,+2,7,2015-11-17,D1_MEN
5,6,Washington,+9,15,2015-11-17,D1_MEN
6,7,Massachusetts,+1,8,2015-11-17,D1_MEN
7,8,Colorado,-5,3,2015-11-17,D1_MEN
8,9,Carleton,+2,11,2015-11-17,D1_MEN
9,10,Central Florida,-4,6,2015-11-17,D1_MEN
10,11,Arizona State,+7,18,2015-11-17,D1_MEN
11,12,Florida,-7,5,2015-11-17,D1_MEN
12,13,Texas A&M,-3,10,2015-11-17,D1_MEN
13,14,Texas,+11,25,2015-11-17,D1_MEN
14,15,Wisconsin,-6,9,2015-11-17,D1_MEN
15,16,Harvard,-,16,2015-11-17,D1_MEN
16,17,Michigan,-,17,2015-11-17,D1_MEN
17,18,UC Santa Barbara,,-,2015-11-17,D1_MEN
18,19,Minnesota,-6,13,2015-11-17,D1_MEN
19,20,Tufts,-6,14,2015-11-17,D1_MEN
20,21,Georgia,-2,19,2015-11-17,D1_MEN
21,22,British Columbia,-2,20,2015-11-17,D1_MEN
22,23,Auburn,-2,21,2015-11-17,D1_MEN
23,24,Stanford,-,24,2015-11-17,D1_MEN
24,25,California,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,-,1,2015-11-17,D1_MEN
1,2,Oregon,+1,3,2015-11-17,D1_MEN
2,3,Colorado,+1,4,2015-11-17,D1_MEN
3,4,North Carolina,-2,2,2015-11-17,D1_MEN
4,5,Florida,-,5,2015-11-17,D1_MEN
5,6,Central Florida,-,6,2015-11-17,D1_MEN
6,7,UNC Wilmington,+1,8,2015-11-17,D1_MEN
7,8,Massachusetts,+7,15,2015-11-17,D1_MEN
8,9,Wisconsin,-,9,2015-11-17,D1_MEN
9,10,Texas A&M,-,10,2015-11-17,D1_MEN
10,11,Carleton,-,11,2015-11-17,D1_MEN
11,12,Florida State,+1,13,2015-11-17,D1_MEN
12,13,Minnesota,+3,16,2015-11-17,D1_MEN
13,14,Tufts,+3,17,2015-11-17,D1_MEN
14,15,Washington,+3,18,2015-11-17,D1_MEN
15,16,Harvard,-2,14,2015-11-17,D1_MEN
16,17,Michigan,-10,7,2015-11-17,D1_MEN
17,18,Arizona State,+2,20,2015-11-17,D1_MEN
18,19,Georgia,-7,12,2015-11-17,D1_MEN
19,20,British Columbia,+1,21,2015-11-17,D1_MEN
20,21,Auburn,+1,22,2015-11-17,D1_MEN
21,22,Northwestern,+1,23,2015-11-17,D1_MEN
22,23,Cornell,+1,24,2015-11-17,D1_MEN
23,24,Stanford,+1,25,2015-11-17,D1_MEN
24,25,Texas,,-,2015-11-17,D1_MEN
0,1,Pittsburgh,,,2015-11-17,D1_MEN
1,2,North Carolina,,,2015-11-17,D1_MEN
2,3,Oregon,,,2015-11-17,D1_MEN
3,4,Colorado,,,2015-11-17,D1_MEN
4,5,Florida,,,2015-11-17,D1_MEN
5,6,Central Florida,,,2015-11-17,D1_MEN
6,7,Michigan,,,2015-11-17,D1_MEN
7,8,UNC Wilmington,,,2015-11-17,D1_MEN
8,9,Wisconsin,,,2015-11-17,D1_MEN
9,10,Texas A&M,,,2015-11-17,D1_MEN
10,11,Carleton,,,2015-11-17,D1_MEN
11,12,Georgia,,,2015-11-17,D1_MEN
12,13,Florida State,,,2015-11-17,D1_MEN
13,14,Harvard,,,2015-11-17,D1_MEN
14,15,Massachusetts,,,2015-11-17,D1_MEN
15,16,Minnesota,,,2015-11-17,D1_MEN
16,17,Tufts,,,2015-11-17,D1_MEN
17,18,Washington,,,2015-11-17,D1_MEN
18,19,Iowa,,,2015-11-17,D1_MEN
19,20,Arizona State,,,2015-11-17,D1_MEN
20,21,British Columbia,,,2015-11-17,D1_MEN
21,22,Auburn,,,2015-11-17,D1_MEN
22,23,Northwestern,,,2015-11-17,D1_MEN
23,24,Cornell,,,2015-11-17,D1_MEN
24,25,Stanford,,,2015-11-17,D1_MEN
0,1,Oregon,+1,2,2014-11-10,D1_MEN
1,2,Pittsburgh,+1,3,2014-11-10,D1_MEN
2,3,North Carolina,-2,1,2014-11-10,D1_MEN
3,4,Colorado,+2,6,2014-11-10,D1_MEN
4,5,UNC Wilmington,-,5,2014-11-10,D1_MEN
5,6,Florida,+4,10,2014-11-10,D1_MEN
6,7,Michigan,+1,8,2014-11-10,D1_MEN
7,8,Wisconsin,+4,12,2014-11-10,D1_MEN
8,9,Texas A&M,-,9,2014-11-10,D1_MEN
9,10,Carleton,-6,4,2014-11-10,D1_MEN
10,11,Georgia,+3,14,2014-11-10,D1_MEN
11,12,Florida State,-5,7,2014-11-10,D1_MEN
12,13,Harvard,-2,11,2014-11-10,D1_MEN
13,14,Massachusetts,-1,13,2014-11-10,D1_MEN
14,15,Minnesota,-,15,2014-11-10,D1_MEN
15,16,Tufts,+1,17,2014-11-10,D1_MEN
16,17,Eastern Michigan,+2,19,2014-11-10,D1_MEN
17,18,Iowa,,-,2014-11-10,D1_MEN
18,19,Arizona State,+3,22,2014-11-10,D1_MEN
19,20,British Columbia,+3,23,2014-11-10,D1_MEN
20,21,Georgia Tech,,-,2014-11-10,D1_MEN
21,22,California,+2,24,2014-11-10,D1_MEN
22,23,Central Florida,-5,18,2014-11-10,D1_MEN
23,24,Cornell,,-,2014-11-10,D1_MEN
24,25,Northwestern,-,25,2014-11-10,D1_MEN
0,1,North Carolina,+2,3,2014-11-10,D1_MEN
1,2,Oregon,+4,6,2014-11-10,D1_MEN
2,3,Pittsburgh,-1,2,2014-11-10,D1_MEN
3,4,Carleton,+18,22,2014-11-10,D1_MEN
4,5,UNC Wilmington,+10,15,2014-11-10,D1_MEN
5,6,Colorado,-5,1,2014-11-10,D1_MEN
6,7,Florida State,+9,16,2014-11-10,D1_MEN
7,8,Michigan,-,8,2014-11-10,D1_MEN
8,9,Texas A&M,-4,5,2014-11-10,D1_MEN
9,10,Florida,-,10,2014-11-10,D1_MEN
10,11,Harvard,-,11,2014-11-10,D1_MEN
11,12,Wisconsin,-5,7,2014-11-10,D1_MEN
12,13,Massachusetts,,-,2014-11-10,D1_MEN
13,14,Georgia,+10,24,2014-11-10,D1_MEN
14,15,Minnesota,-6,9,2014-11-10,D1_MEN
15,16,Texas,-12,4,2014-11-10,D1_MEN
16,17,Tufts,+1,18,2014-11-10,D1_MEN
17,18,Central Florida,-4,14,2014-11-10,D1_MEN
18,19,Eastern Michigan,+6,25,2014-11-10,D1_MEN
19,20,Rutgers,,-,2014-11-10,D1_MEN
20,21,Luther,-1,20,2014-11-10,D1_MEN
21,22,Arizona State,,-,2014-11-10,D1_MEN
22,23,British Columbia,,-,2014-11-10,D1_MEN
23,24,California,,-,2014-11-10,D1_MEN
24,25,Northwestern,-8,17,2014-11-10,D1_MEN
0,1,Colorado,-,1,2014-11-10,D1_MEN
1,2,Pittsburgh,-,2,2014-11-10,D1_MEN
2,3,North Carolina,-,3,2014-11-10,D1_MEN
3,4,Texas,-,4,2014-11-10,D1_MEN
4,5,Texas A&M,-,5,2014-11-10,D1_MEN
5,6,Oregon,-,6,2014-11-10,D1_MEN
6,7,Wisconsin,-,7,2014-11-10,D1_MEN
7,8,Michigan,-,8,2014-11-10,D1_MEN
8,9,Minnesota,-,9,2014-11-10,D1_MEN
9,10,Florida,-,10,2014-11-10,D1_MEN
10,11,Harvard,-,11,2014-11-10,D1_MEN
11,12,UC San Diego,-,12,2014-11-10,D1_MEN
12,13,Stanford,-,13,2014-11-10,D1_MEN
13,14,Central Florida,-,14,2014-11-10,D1_MEN
14,15,UNC Wilmington,-,15,2014-11-10,D1_MEN
15,16,Florida State,-,16,2014-11-10,D1_MEN
16,17,Northwestern,-,17,2014-11-10,D1_MEN
17,18,Tufts,-,18,2014-11-10,D1_MEN
18,19,UC Davis,-,19,2014-11-10,D1_MEN
19,20,Luther,+1,21,2014-11-10,D1_MEN
20,21,Las Positas,+1,22,2014-11-10,D1_MEN
21,22,Carleton,+1,23,2014-11-10,D1_MEN
22,23,Illinois,+1,24,2014-11-10,D1_MEN
23,24,Georgia,+1,25,2014-11-10,D1_MEN
24,25,Eastern Michigan,,-,2014-11-10,D1_MEN
0,1,Colorado,,,2014-11-10,D1_MEN
1,2,Pittsburgh,,,2014-11-10,D1_MEN
2,3,North Carolina,,,2014-11-10,D1_MEN
3,4,Texas,,,2014-11-10,D1_MEN
4,5,Texas A&M,,,2014-11-10,D1_MEN
5,6,Oregon,,,2014-11-10,D1_MEN
6,7,Wisconsin,,,2014-11-10,D1_MEN
7,8,Michigan,,,2014-11-10,D1_MEN
8,9,Minnesota,,,2014-11-10,D1_MEN
9,10,Florida,,,2014-11-10,D1_MEN
10,11,Harvard,,,2014-11-10,D1_MEN
11,12,UC San Diego,,,2014-11-10,D1_MEN
12,13,Stanford,,,2014-11-10,D1_MEN
13,14,Central Florida,,,2014-11-10,D1_MEN
14,15,UNC Wilmington,,,2014-11-10,D1_MEN
15,16,Florida State,,,2014-11-10,D1_MEN
16,17,Northwestern,,,2014-11-10,D1_MEN
17,18,Tufts,,,2014-11-10,D1_MEN
18,19,UC Davis,,,2014-11-10,D1_MEN
19,20,Northern Iowa,,,2014-11-10,D1_MEN
20,21,Luther,,,2014-11-10,D1_MEN
21,22,Las Positas,,,2014-11-10,D1_MEN
22,23,Carleton,,,2014-11-10,D1_MEN
23,24,Illinois,,,2014-11-10,D1_MEN
24,25,Georgia,,,2014-11-10,D1_MEN
