,Name,Team,#,PP,OPP,DPP,AST,GLS,BLK,+/-,Rcv Yds,Thr Yds,Yds,Cmp,Cmp%,HA,T,S,C,D,game_info
12,Wuensch,DAL,12,19,5,14,0,2,0,2,123,21,144,2,100,1,0,0,0,0,2021-07-10-AUS-DAL
13,"Larberg, D",DAL,11,20,5,15,1,0,3,2,2,83,85,5,71,1,2,0,0,0,2021-07-10-AUS-DAL
14,DeAmicis,DAL,55,13,1,12,1,0,1,2,10,24,34,1,100,0,0,0,0,0,2021-07-10-AUS-DAL
15,Chambers,AUS,14,15,6,9,0,1,0,1,90,20,110,13,100,1,0,0,0,0,2021-07-10-AUS-DAL
16,Worthington,AUS,81,14,2,12,0,0,1,1,41,-10,31,3,100,0,0,0,0,0,2021-07-10-AUS-DAL
17,Walter,AUS,26,21,7,14,0,0,1,1,13,85,98,8,100,2,0,0,0,0,2021-07-10-AUS-DAL
18,Bowman,AUS,4,19,5,14,0,0,1,1,11,109,120,16,100,1,0,0,0,0,2021-07-10-AUS-DAL
19,Wylie,AUS,43,22,7,15,1,0,0,1,91,47,138,8,100,0,0,0,0,0,2021-07-10-AUS-DAL
20,Brodbeck,AUS,6,22,19,3,3,1,2,1,227,330,557,49,90,2,5,0,0,0,2021-07-10-AUS-DAL
21,Miaw,DAL,21,17,5,12,0,0,1,1,-17,40,23,5,100,1,0,0,0,0,2021-07-10-AUS-DAL
22,Coffin,DAL,8,21,18,3,5,2,0,1,144,399,543,37,88,3,5,0,0,1,2021-07-10-AUS-DAL
23,Chambers,DAL,26,17,5,12,0,1,1,1,90,4,94,5,83,1,1,0,0,0,2021-07-10-AUS-DAL
24,Brouwer,DAL,10,10,1,9,0,1,0,1,46,7,53,1,100,0,0,0,0,0,2021-07-10-AUS-DAL
25,Mock,AUS,13,8,1,7,0,0,0,0,2,-3,-1,1,100,0,0,0,0,0,2021-07-10-AUS-DAL
26,Lewis,AUS,35,9,1,8,0,0,0,0,-8,20,12,3,100,0,0,0,0,0,2021-07-10-AUS-DAL
27,Slayton,AUS,17,18,8,10,0,1,1,0,22,77,99,9,81,0,1,1,0,0,2021-07-10-AUS-DAL
28,Bennett,AUS,2,16,6,10,2,1,0,0,26,79,105,12,80,2,3,0,0,0,2021-07-10-AUS-DAL
29,"Heath, S",AUS,8,17,16,1,3,1,0,0,159,107,266,9,75,1,3,0,0,1,2021-07-10-AUS-DAL
30,Stone,AUS,71,22,17,5,0,0,0,0,84,24,108,9,100,2,0,0,0,0,2021-07-10-AUS-DAL
31,Wilder,DAL,9,19,17,2,0,0,0,0,81,1,82,8,100,0,0,0,0,0,2021-07-10-AUS-DAL
32,Rogers,DAL,77,20,5,15,0,0,0,0,97,12,109,6,100,0,0,0,0,0,2021-07-10-AUS-DAL
33,Orloff,DAL,25,8,1,7,0,0,0,0,7,11,18,1,100,0,0,0,0,0,2021-07-10-AUS-DAL
34,Clyde,AUS,52,21,19,2,2,0,1,-1,-50,169,119,28,87,2,4,0,0,0,2021-07-10-AUS-DAL
35,Malecek,DAL,00,16,5,11,1,0,0,-1,39,167,206,14,87,1,2,0,0,0,2021-07-10-AUS-DAL
36,Miller,DAL,1,15,4,11,0,0,0,-1,39,11,50,3,75,1,1,0,0,0,2021-07-10-AUS-DAL
37,Hernandez,DAL,23,21,17,4,2,0,0,-1,7,54,61,21,91,1,2,0,0,1,2021-07-10-AUS-DAL
38,Furuta,DAL,33,21,19,2,1,0,0,-1,-12,270,258,22,91,5,2,0,0,0,2021-07-10-AUS-DAL
39,Hustad,DAL,15,11,0,11,1,0,0,-2,51,84,135,6,66,1,3,0,0,0,2021-07-10-AUS-DAL
0,Haflin,BOS,34,23,6,17,3,1,3,6,113,40,153,6,100,1,0,0,0,1,2021-07-10-PHI-BOS
1,Martin,PHI,4,23,19,4,1,4,0,5,222,11,233,10,100,0,0,0,0,0,2021-07-10-PHI-BOS
2,Thorne,PHI,21,20,18,2,4,1,0,5,99,238,337,35,100,1,0,0,0,0,2021-07-10-PHI-BOS
3,Butrica,PHI,70,17,7,10,3,2,0,5,128,87,215,16,100,0,0,0,0,0,2021-07-10-PHI-BOS
4,Davis,BOS,8,16,16,0,1,5,0,5,143,113,256,9,100,2,0,0,0,1,2021-07-10-PHI-BOS
5,Owens,PHI,88,23,7,16,1,3,0,4,164,55,219,18,100,3,0,0,0,0,2021-07-10-PHI-BOS
6,Masino,PHI,26,24,4,20,2,1,1,4,59,56,115,11,100,0,0,0,0,0,2021-07-10-PHI-BOS
7,Markette,BOS,99,21,19,2,2,3,0,4,196,125,321,28,100,1,0,0,0,1,2021-07-10-PHI-BOS
8,Bartoli,BOS,80,21,3,18,0,1,3,4,16,2,18,1,100,0,0,0,0,0,2021-07-10-PHI-BOS
9,Pastor,PHI,1,18,12,6,1,3,0,3,120,48,168,6,85,0,1,0,0,0,2021-07-10-PHI-BOS
10,Glazer,PHI,14,14,13,1,1,2,0,3,156,5,161,8,100,0,0,0,0,0,2021-07-10-PHI-BOS
11,Witmer,PHI,50,24,6,18,1,2,1,3,90,82,172,11,100,1,0,0,0,1,2021-07-10-PHI-BOS
12,Arcata,PHI,22,22,14,8,5,0,1,3,171,139,310,11,84,0,2,0,0,1,2021-07-10-PHI-BOS
13,Woodhouse,BOS,33,14,0,14,0,1,2,3,6,5,11,1,100,0,0,0,0,0,2021-07-10-PHI-BOS
14, Eberhard,BOS,2,21,15,6,1,2,0,3,37,192,229,24,100,2,0,0,0,0,2021-07-10-PHI-BOS
15,Heyman,PHI,44,15,10,5,0,1,1,2,131,133,264,13,100,3,0,0,0,0,2021-07-10-PHI-BOS
16,Little,PHI,25,15,2,13,1,1,1,2,38,15,53,1,50,0,1,0,0,0,2021-07-10-PHI-BOS
17,Yudkovich,BOS,25,19,2,17,2,1,0,2,5,77,82,10,90,1,1,0,0,0,2021-07-10-PHI-BOS
18,Thompson,BOS,47,22,18,4,0,2,1,2,166,84,250,13,92,1,1,0,0,0,2021-07-10-PHI-BOS
19,Moore,BOS,6,17,12,5,3,1,0,2,131,97,228,12,92,0,1,0,0,1,2021-07-10-PHI-BOS
20,Pollard,PHI,17,18,3,15,0,0,1,1,42,106,148,4,100,2,0,0,0,0,2021-07-10-PHI-BOS
21,Nardelli,PHI,99,23,6,17,0,0,1,1,-23,91,68,13,100,0,0,0,0,0,2021-07-10-PHI-BOS
22,Damiano,PHI,0,19,18,1,2,1,0,1,-11,287,276,31,93,3,2,0,0,0,2021-07-10-PHI-BOS
23,Michel,PHI,23,12,2,10,1,0,0,1,60,33,93,4,100,1,0,0,0,0,2021-07-10-PHI-BOS
24,Sadok,BOS,3,28,24,4,3,2,0,1,237,310,547,48,92,2,3,1,0,0,2021-07-10-PHI-BOS
25,Stewart,BOS,23,23,8,15,1,0,1,1,74,35,109,7,87,0,1,0,0,0,2021-07-10-PHI-BOS
26,L'Heureux,BOS,89,14,2,12,0,1,0,1,22,8,30,3,100,0,0,0,0,0,2021-07-10-PHI-BOS
27,Kurman-Faber,BOS,17,14,2,12,1,0,0,1,19,119,138,8,100,1,0,0,0,0,2021-07-10-PHI-BOS
28,Engler,BOS,12,22,21,1,1,0,0,1,164,319,483,38,100,2,0,0,0,0,2021-07-10-PHI-BOS
29,Bullock,BOS,16,16,2,14,0,1,0,1,65,32,97,4,100,1,0,0,0,0,2021-07-10-PHI-BOS
30,Babcock,BOS,19,26,23,3,4,0,0,1,236,96,332,28,90,4,3,0,0,0,2021-07-10-PHI-BOS
31,DiGiorgio,PHI,45,14,1,13,0,1,0,0,17,4,21,2,66,0,1,0,0,0,2021-07-10-PHI-BOS
32,Tran,BOS,1,11,2,9,0,0,0,0,-8,0,-8,1,100,0,0,0,0,0,2021-07-10-PHI-BOS
33,Taylor,BOS,0,9,9,0,0,1,1,0,60,89,149,6,75,1,2,0,0,0,2021-07-10-PHI-BOS
34,Dietrich,PHI,35,16,0,16,0,0,0,-1,14,19,33,4,80,1,1,0,0,0,2021-07-10-PHI-BOS
35,Hanna,PHI,39,15,6,9,0,0,0,-1,89,3,92,5,83,0,1,0,0,0,2021-07-10-PHI-BOS
36,Mott,PHI,81,21,19,2,0,1,0,-1,83,197,280,30,93,5,2,0,0,0,2021-07-10-PHI-BOS
37,McCann,BOS,13,25,4,21,0,0,0,-1,65,20,85,11,91,2,1,0,0,0,2021-07-10-PHI-BOS
38,Donadio,BOS,24,12,1,11,0,0,0,-1,15,-1,14,3,75,1,1,0,0,0,2021-07-10-PHI-BOS
39,Charles,PHI,16,14,13,1,0,0,0,-3,46,90,136,10,76,1,3,0,0,0,2021-07-10-PHI-BOS
0,Vogt,MIN,8,19,16,3,1,7,1,9,254,30,284,16,100,1,0,0,1,0,2021-07-10-MIN-IND
1,Klane,MIN,29,21,19,2,5,1,0,5,149,322,471,46,97,4,1,0,0,0,2021-07-10-MIN-IND
2,Jurek,MIN,13,20,18,2,4,1,0,5,299,139,438,21,100,3,0,0,0,0,2021-07-10-MIN-IND
3,Henderson,IND,14,17,9,8,2,3,0,5,40,141,181,14,100,0,0,0,0,0,2021-07-10-MIN-IND
4,Carpenter,IND,37,28,24,4,3,3,0,5,216,349,565,49,98,2,1,0,0,0,2021-07-10-MIN-IND
5,Weinberg,MIN,18,18,14,4,0,4,0,4,186,85,271,16,100,0,0,0,0,0,2021-07-10-MIN-IND
6,McCutcheon,MIN,20,16,2,14,0,3,1,4,110,2,112,6,100,2,0,0,0,0,2021-07-10-MIN-IND
7,Linehan,MIN,0,19,15,4,3,2,0,4,200,78,278,33,100,3,0,0,0,1,2021-07-10-MIN-IND
8,Gross,IND,2,26,24,2,4,1,0,4,194,360,554,37,97,3,1,0,0,0,2021-07-10-MIN-IND
9,Vohnoutka,MIN,3,22,15,7,1,2,0,3,230,21,251,20,100,2,0,0,0,0,2021-07-10-MIN-IND
10,Matzuka,MIN,45,16,2,14,2,0,1,3,8,143,151,28,100,1,0,0,0,0,2021-07-10-MIN-IND
11,Jacobs,IND,7,24,23,1,3,2,0,3,273,78,351,19,90,2,2,0,0,0,2021-07-10-MIN-IND
12,Poletto,MIN,94,21,19,2,3,0,0,2,29,174,203,50,98,3,1,0,0,0,2021-07-10-MIN-IND
13,Hidaka,MIN,23,13,1,12,1,0,1,2,8,82,90,7,100,0,0,0,0,0,2021-07-10-MIN-IND
14,Hearne,MIN,26,17,1,16,1,1,0,2,-2,143,141,11,100,0,0,0,0,0,2021-07-10-MIN-IND
15,DeClerck,MIN,54,18,1,17,0,1,1,2,60,10,70,3,100,0,0,0,0,0,2021-07-10-MIN-IND
16,Bergmeier,MIN,2,17,1,16,0,1,1,2,106,-16,90,13,100,3,0,0,0,0,2021-07-10-MIN-IND
17,Fella,IND,52,27,7,20,0,1,1,2,122,-4,118,1,100,0,0,0,0,0,2021-07-10-MIN-IND
18,Brock,IND,3,25,24,1,1,3,0,2,243,162,405,29,96,3,1,0,0,1,2021-07-10-MIN-IND
19,Roy,MIN,32,21,18,3,1,1,0,1,27,526,553,86,100,1,0,0,0,1,2021-07-10-MIN-IND
20,Matis,MIN,61,12,1,11,1,0,0,1,87,-22,65,6,100,0,0,0,0,0,2021-07-10-MIN-IND
21,Kittlesen,MIN,34,17,2,15,0,0,1,1,20,5,25,1,100,0,0,0,0,0,2021-07-10-MIN-IND
22,Berry,MIN,24,16,1,15,0,1,0,1,35,41,76,7,100,0,0,0,0,0,2021-07-10-MIN-IND
23,Walsh,IND,9,18,18,0,2,0,1,1,71,319,390,39,95,3,2,0,0,0,2021-07-10-MIN-IND
24,Romard,IND,15,23,22,1,0,1,0,1,158,36,194,19,100,1,0,0,0,0,2021-07-10-MIN-IND
25,Rae,IND,24,14,4,10,1,0,0,1,9,37,46,4,100,1,0,0,0,0,2021-07-10-MIN-IND
26,Hutton,IND,20,16,4,12,1,1,0,1,37,67,104,1,50,0,1,0,0,0,2021-07-10-MIN-IND
27,Hardesty,IND,60,15,4,11,0,1,0,1,67,0,67,0,0,0,0,0,0,0,2021-07-10-MIN-IND
28,Dynes,IND,45,16,7,9,0,1,0,1,37,5,42,4,100,1,0,0,0,0,2021-07-10-MIN-IND
29,Hahn,MIN,14,14,1,13,0,0,0,0,20,34,54,3,100,0,0,0,0,0,2021-07-10-MIN-IND
30,Zetsch,IND,29,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10-MIN-IND
31,Phillips,IND,25,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10-MIN-IND
32,Hamilton,IND,69,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10-MIN-IND
33,Deangelis,IND,16,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10-MIN-IND
34,Curran,IND,18,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-10-MIN-IND
35,Ames,IND,78,11,2,9,0,0,0,0,2,32,34,3,100,0,0,0,0,0,2021-07-10-MIN-IND
36,Taylor,MIN,11,11,0,11,0,0,0,-1,90,53,143,6,85,1,1,0,0,0,2021-07-10-MIN-IND
37,"Johnson, K",MIN,15,16,1,15,1,0,0,-1,4,72,76,14,87,0,2,0,0,0,2021-07-10-MIN-IND
38,Ginet,IND,51,9,0,9,0,0,0,-1,-23,0,-23,0,0,0,1,0,0,0,2021-07-10-MIN-IND
39,Coniaris,IND,8,22,21,1,1,1,0,-2,160,27,187,20,90,0,2,0,0,2,2021-07-10-MIN-IND
0,Swiatek,AUS,5,18,10,8,1,5,1,7,295,52,347,14,100,2,0,0,0,0,2021-07-02-SEA-AUS
1,Brodbeck,AUS,6,18,5,13,4,2,1,6,124,194,318,15,100,1,0,0,0,1,2021-07-02-SEA-AUS
2,Worthington,AUS,81,14,1,13,0,2,3,5,77,8,85,5,100,0,0,0,1,0,2021-07-02-SEA-AUS
3,Worthington,SEA,90,18,4,14,1,3,2,4,112,54,166,3,75,0,1,0,0,1,2021-07-02-SEA-AUS
4,Valsaraj,AUS,19,19,13,6,3,3,0,4,245,27,272,10,83,0,2,0,0,0,2021-07-02-SEA-AUS
5,"Heath, S",AUS,8,14,13,1,0,3,1,3,75,80,155,11,91,2,1,0,0,0,2021-07-02-SEA-AUS
6,Munoz,SEA,11,18,17,1,2,2,0,2,104,194,298,22,91,1,2,0,0,0,2021-07-02-SEA-AUS
7,Roach,SEA,34,14,7,7,2,0,1,2,43,95,138,5,83,0,1,0,0,0,2021-07-02-SEA-AUS
8,Le,SEA,80,12,5,7,1,1,1,2,60,40,100,6,85,0,1,0,0,0,2021-07-02-SEA-AUS
9,Mahan,SEA,51,14,3,11,1,0,1,2,17,37,54,3,100,0,0,0,0,0,2021-07-02-SEA-AUS
10,Jacobs,SEA,55,14,4,10,0,2,0,2,77,28,105,2,100,1,0,0,0,0,2021-07-02-SEA-AUS
11,Martin,SEA,12,17,3,14,2,0,0,2,36,152,188,9,100,1,0,0,0,0,2021-07-02-SEA-AUS
12,Akyuz,SEA,64,19,18,1,1,1,1,2,83,40,123,8,100,3,0,0,0,1,2021-07-02-SEA-AUS
13,Walter,AUS,26,10,1,9,1,0,1,2,51,135,186,13,100,1,0,0,0,0,2021-07-02-SEA-AUS
14,Cecil,AUS,1,14,2,12,1,1,1,2,143,65,208,11,91,2,1,0,0,0,2021-07-02-SEA-AUS
15,Wylie,AUS,43,19,5,14,2,1,1,2,83,30,113,9,81,1,2,0,0,0,2021-07-02-SEA-AUS
16,Sames,AUS,9,14,13,1,1,1,0,2,80,100,180,19,100,1,0,0,0,0,2021-07-02-SEA-AUS
17,Stone,AUS,71,17,12,5,1,1,0,2,107,59,166,10,100,1,0,0,0,0,2021-07-02-SEA-AUS
18,Lofink,SEA,81,18,17,1,1,1,1,1,111,23,134,10,90,0,1,0,0,1,2021-07-02-SEA-AUS
19,Gfroerer,AUS,25,15,3,12,0,0,1,1,47,37,84,5,100,0,0,0,0,0,2021-07-02-SEA-AUS
20,Lewis,AUS,35,15,2,13,0,0,1,1,-67,10,-57,14,100,1,0,0,0,0,2021-07-02-SEA-AUS
21,"Heath, A",AUS,31,14,2,12,2,0,0,1,37,115,152,8,88,1,1,0,0,0,2021-07-02-SEA-AUS
22,Moore,AUS,21,21,8,13,1,0,2,1,83,81,164,15,88,0,2,0,0,0,2021-07-02-SEA-AUS
23,Slayton,AUS,17,16,4,12,0,1,0,1,41,92,133,8,100,0,0,0,0,0,2021-07-02-SEA-AUS
24,Keusch,AUS,22,16,4,12,0,1,1,1,92,56,148,11,91,0,1,0,0,0,2021-07-02-SEA-AUS
25,Starkel,AUS,32,15,14,1,4,0,0,1,86,276,362,24,92,0,2,0,0,1,2021-07-02-SEA-AUS
26,Bowman,AUS,4,16,4,12,1,1,1,1,129,80,209,12,85,1,2,0,0,0,2021-07-02-SEA-AUS
27,Brown,SEA,88,19,18,1,0,3,0,0,236,30,266,10,83,2,2,0,0,1,2021-07-02-SEA-AUS
28,Brisbois,SEA,69,15,7,8,0,1,0,0,35,27,62,4,100,1,0,0,0,1,2021-07-02-SEA-AUS
29,Ramirez,SEA,73,12,5,7,0,0,0,0,20,-1,19,3,100,1,0,0,0,0,2021-07-02-SEA-AUS
30,Lin,SEA,33,14,4,10,0,0,0,0,5,30,35,5,100,1,0,0,0,0,2021-07-02-SEA-AUS
31,Bubernak,SEA,21,13,6,7,0,0,0,0,22,4,26,1,100,0,0,0,0,0,2021-07-02-SEA-AUS
32,"Lopez-Escarez, A",SEA,17,17,7,10,0,1,1,0,101,26,127,4,66,0,2,0,0,0,2021-07-02-SEA-AUS
33,Sefton,AUS,24,16,13,3,0,1,0,0,30,201,231,24,100,3,0,0,0,1,2021-07-02-SEA-AUS
34,Burton,SEA,30,20,19,1,2,1,0,-1,153,133,286,28,87,1,4,0,0,0,2021-07-02-SEA-AUS
35,Smith,SEA,97,12,2,10,0,0,0,-1,30,31,61,2,66,0,1,0,0,0,2021-07-02-SEA-AUS
36,Eckert,SEA,86,22,19,3,2,0,0,-1,151,196,347,30,90,0,3,0,0,0,2021-07-02-SEA-AUS
37,Casio,SEA,5,18,14,4,0,0,0,-1,-38,130,92,18,94,0,1,0,0,0,2021-07-02-SEA-AUS
38,Bennett,AUS,2,17,5,12,0,0,1,-1,30,88,118,23,92,4,2,0,0,0,2021-07-02-SEA-AUS
39,Lane III,SEA,70,16,10,6,1,0,0,-3,77,165,242,13,81,1,3,0,0,1,2021-07-02-SEA-AUS
0,Jagt,NY,4,32,21,11,5,1,1,6,372,192,564,32,96,4,1,0,0,0,2021-07-02-NY-DC
1,"Norrbom, G",DC,54,14,13,1,5,1,1,6,84,160,244,30,96,0,0,1,0,0,2021-07-02-NY-DC
2,Richards,DC,99,14,12,2,3,2,0,5,103,51,154,5,100,0,0,0,0,0,2021-07-02-NY-DC
3,Merrill,DC,40,14,13,1,0,5,0,5,185,0,185,5,100,0,0,0,0,0,2021-07-02-NY-DC
4,"Norrbom, Z",DC,10,16,15,1,3,3,0,5,222,167,389,41,97,2,1,0,0,0,2021-07-02-NY-DC
5,Stevens,NY,17,17,16,1,2,2,0,4,43,66,109,7,100,0,0,0,0,0,2021-07-02-NY-DC
6,Osgar,NY,2,27,22,5,5,2,0,4,282,186,468,20,90,0,2,0,0,1,2021-07-02-NY-DC
7,Babbitt,NY,87,29,19,10,0,3,1,4,215,10,225,17,100,2,0,0,0,0,2021-07-02-NY-DC
8,Braun,DC,12,17,16,1,2,2,1,4,204,113,317,30,96,5,1,0,0,0,2021-07-02-NY-DC
9,Kline,NY,10,19,16,3,0,3,1,3,100,-11,89,3,75,1,1,0,0,0,2021-07-02-NY-DC
10,"Bergeron, Q",DC,33,16,3,13,0,1,2,3,88,26,114,9,100,1,0,0,0,0,2021-07-02-NY-DC
11,Lithio,NY,54,20,16,4,0,1,2,2,254,76,330,12,92,3,1,0,0,0,2021-07-02-NY-DC
12,Hess,DC,35,19,3,16,2,0,0,2,8,68,76,5,100,0,0,0,0,0,2021-07-02-NY-DC
13,Merriman,DC,5,20,4,16,0,2,1,2,70,22,92,4,100,1,0,0,0,1,2021-07-02-NY-DC
14,"Bergeron, C",DC,8,9,1,8,1,0,2,2,16,26,42,3,75,0,1,0,0,0,2021-07-02-NY-DC
15,Stanton,NY,8,10,1,9,0,0,1,1,32,-11,21,2,100,0,0,0,0,0,2021-07-02-NY-DC
16,Rueschemeyer-Bailey,NY,9,26,22,4,1,2,0,1,119,446,565,48,96,3,2,0,0,0,2021-07-02-NY-DC
17,Holmes,NY,23,12,1,11,0,1,0,1,60,-26,34,2,100,0,0,0,0,0,2021-07-02-NY-DC
18,McDonnell,DC,28,14,13,1,2,0,0,1,5,195,200,55,98,3,1,0,0,0,2021-07-02-NY-DC
19,Harrison,DC,2,15,2,13,0,0,1,1,1,8,9,4,100,0,0,0,0,0,2021-07-02-NY-DC
20,Tom,DC,57,17,1,16,0,1,1,1,67,52,119,13,100,1,0,0,0,1,2021-07-02-NY-DC
21,Nissen,DC,24,15,14,1,0,1,0,1,113,85,198,17,100,1,0,0,0,0,2021-07-02-NY-DC
22,Shields,DC,36,15,3,12,1,0,0,1,22,45,67,10,100,0,0,0,0,0,2021-07-02-NY-DC
23,"Bergeron, R",DC,21,16,1,15,0,0,1,1,51,45,96,8,100,1,0,0,0,0,2021-07-02-NY-DC
24,LaBar,NY,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02-NY-DC
25,Weintraub,NY,61,8,0,8,1,0,0,0,-59,145,86,10,90,0,1,0,0,0,2021-07-02-NY-DC
26,To,NY,27,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02-NY-DC
27,Ouellette,NY,14,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02-NY-DC
28,Griffin,NY,34,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02-NY-DC
29,"Feder, S",NY,31,14,1,13,0,0,0,0,49,-26,23,8,100,0,0,0,0,0,2021-07-02-NY-DC
30,"Drost, R",NY,80,16,1,15,0,0,1,0,97,2,99,12,92,0,1,0,0,0,2021-07-02-NY-DC
31,"Drost, M",NY,16,17,1,16,0,0,0,0,-12,-14,-26,5,100,1,0,0,0,0,2021-07-02-NY-DC
32,Malks,DC,53,16,16,0,1,1,0,0,45,288,333,50,96,3,2,0,0,0,2021-07-02-NY-DC
33,Wodatch,DC,45,15,15,0,0,1,1,0,174,65,239,17,94,1,1,0,0,1,2021-07-02-NY-DC
34,LeMar,NY,12,13,1,12,0,0,0,-1,-32,46,14,6,85,0,1,0,0,0,2021-07-02-NY-DC
35,Katz,NY,28,31,22,9,3,2,2,-1,113,565,678,53,86,2,8,0,0,0,2021-07-02-NY-DC
36,Chun Moy,NY,5,12,1,11,0,0,0,-1,73,59,132,7,87,0,1,0,0,0,2021-07-02-NY-DC
37,Parks,DC,4,17,2,15,0,0,0,-1,7,-4,3,2,100,0,0,0,0,1,2021-07-02-NY-DC
38,Bloodgood,DC,30,18,3,15,0,0,1,-1,3,100,103,18,90,1,2,0,0,0,2021-07-02-NY-DC
39,Green,DC,26,17,1,16,0,0,1,-1,33,-9,24,3,75,0,1,0,0,1,2021-07-02-NY-DC
0,Knoche,MAD,18,21,18,3,3,6,1,10,302,78,380,13,100,1,0,0,0,0,2021-06-27-DET-MAD
1,Sjogren,DET,99,27,27,0,0,8,0,8,350,5,355,28,100,0,0,0,0,0,2021-06-27-DET-MAD
2,Pettit-Scantling,MAD,80,23,3,20,2,5,1,7,106,100,206,12,92,1,1,0,0,0,2021-06-27-DET-MAD
3,Nester,MAD,11,20,18,2,3,3,1,7,332,133,465,17,100,2,0,0,0,0,2021-06-27-DET-MAD
4,Luo,MAD,10,20,18,2,6,1,0,7,151,308,459,40,100,1,0,0,0,0,2021-06-27-DET-MAD
5,Anthony,DET,35,21,21,0,5,1,0,6,186,224,410,28,100,1,0,0,0,0,2021-06-27-DET-MAD
6,Power,MAD,71,20,18,2,1,4,0,5,189,187,376,27,100,4,0,0,0,0,2021-06-27-DET-MAD
7,Wham,MAD,31,20,1,19,0,3,1,4,70,36,106,6,100,0,0,0,0,0,2021-06-27-DET-MAD
8,Kenniv,DET,15,23,23,0,1,1,1,3,149,89,238,12,100,1,0,0,0,0,2021-06-27-DET-MAD
9,Schewe,MAD,66,13,0,13,0,3,0,3,126,86,212,7,100,0,0,0,0,0,2021-06-27-DET-MAD
10,Garlock,MAD,32,14,2,12,0,0,3,3,40,72,112,11,100,3,0,0,0,0,2021-06-27-DET-MAD
11,Wilson,MAD,9,20,3,17,3,0,0,3,32,123,155,14,100,2,0,0,0,0,2021-06-27-DET-MAD
12,Stanish,DET,61,19,7,12,1,1,1,2,67,44,111,4,100,0,0,0,0,1,2021-06-27-DET-MAD
13,Turner,DET,5,10,3,7,0,1,1,2,19,-9,10,3,100,0,0,0,0,0,2021-06-27-DET-MAD
14,Marks,MAD,74,21,1,20,0,1,1,2,42,2,44,8,100,2,0,0,0,0,2021-06-27-DET-MAD
15,"Johnson, Avery",MAD,21,20,18,2,1,2,0,2,194,117,311,11,91,2,1,0,0,0,2021-06-27-DET-MAD
16,Maynard,DET,3,13,13,0,0,1,0,1,133,-3,130,8,100,2,0,0,0,0,2021-06-27-DET-MAD
17,Havey,DET,26,26,26,0,0,3,1,1,264,20,284,23,92,0,2,0,0,1,2021-06-27-DET-MAD
18,Walsh,DET,77,26,26,0,3,1,0,1,41,513,554,76,96,1,3,0,0,0,2021-06-27-DET-MAD
19,Ringwood,DET,12,17,6,11,1,1,0,1,50,84,134,11,91,1,1,0,0,0,2021-06-27-DET-MAD
20,Kinde,DET,24,14,3,11,2,0,0,1,-7,47,40,2,66,0,1,0,0,0,2021-06-27-DET-MAD
21,Dreger,MAD,87,12,0,12,2,0,0,1,-8,58,50,7,87,0,1,0,0,0,2021-06-27-DET-MAD
22,Marty,MAD,42,23,2,21,2,0,0,1,35,37,72,4,80,0,1,0,0,0,2021-06-27-DET-MAD
23,McCosky,MAD,23,19,2,17,2,0,0,1,79,40,119,5,100,0,0,0,0,1,2021-06-27-DET-MAD
24,Goldenberg,MAD,4,19,1,18,1,0,0,1,15,42,57,6,100,1,0,0,0,0,2021-06-27-DET-MAD
25,Meshnick,MAD,2,23,3,20,0,1,0,1,64,41,105,4,100,1,0,0,0,0,2021-06-27-DET-MAD
26,Mitchuson ,DET,36,18,2,16,0,0,0,0,2,3,5,1,100,0,0,0,0,0,2021-06-27-DET-MAD
27,Patel,DET,30,24,7,17,0,0,0,0,34,-11,23,3,100,0,0,0,0,0,2021-06-27-DET-MAD
28,"Ntende, R",DET,20,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-27-DET-MAD
29,Fil,DET,25,15,2,13,0,0,0,0,9,5,14,3,100,0,0,0,0,0,2021-06-27-DET-MAD
30,Ellis,DET,32,9,3,6,0,0,1,0,2,0,2,0,0,0,1,0,0,0,2021-06-27-DET-MAD
31,Grondin,DET,64,15,2,13,0,0,0,0,9,19,28,3,100,0,0,0,0,0,2021-06-27-DET-MAD
32,Ranabhat,MAD,19,16,2,14,1,0,0,0,104,61,165,6,100,2,0,0,0,1,2021-06-27-DET-MAD
33,Krapfl,MAD,1,18,1,17,0,0,0,0,9,15,24,1,100,0,0,0,0,0,2021-06-27-DET-MAD
34,Cubitt,DET,1,27,27,0,4,0,0,-1,253,286,539,66,94,3,4,0,0,1,2021-06-27-DET-MAD
35,Viggiani,DET,29,16,4,12,0,0,0,-1,2,10,12,2,66,0,1,0,0,0,2021-06-27-DET-MAD
36,Paust,MAD,22,20,18,2,1,0,0,-1,172,246,418,25,92,4,2,0,0,0,2021-06-27-DET-MAD
